"evidence_id","evidence_type","checked_on","scope","person_relevance","evidence_role","supported_ratings","url","search_terms","finding","limitations"
"EV61","PRODUCT_PAGE","2026-09-03","LONGGANISA","Tobias","EXACT_RETAIL","SPECIALTY","https://phil-food.de/shop/longanisa-500g","Longanisa philippinische Wurst Deutschland bestellen","Der deutsche Philippinen-Shop listet eine konkrete gekühlte 500-g-Longanisa mit Bestand und Warenkorb.","Kühlware; der Händler verlangt eine passende Kühlversandregel, die vor Bestellung nach Rostock zu prüfen ist."
"EV62","PRODUCT_PAGE","2026-09-03","NATTO","Tobias","EXACT_RETAIL","SPECIALTY","https://mao-mao.de/collections/refrigerated-food/products/kw-yamada-natto-sojabohnen-fermentiert-120g-40g-x-3","Natto fermentierte Sojabohnen Deutschland Kühlversand","Ein deutscher Asia-Händler listet exaktes Natto als konkrete gekühlte Packung.","Kühlversand und Tagesbestand nach Rostock sind vor Bestellung zu prüfen."
"EV63","PRODUCT_PAGE","2026-09-03","SALTED_DUCK_EGG","Tobias","EXACT_RETAIL","SPECIALTY","https://www.filipinoasianstore.de/p/xu-ri-salted-boiled-duck-eggs-6x60g","ganze gesalzene Enteneier Deutschland bestellen","Ein deutscher Philippinen-Fachhändler listet ganze gekochte und gesalzene Enteneier als vorrätige 6-x-60-g-Packung mit Warenkorb.","Bestand und Versand nach Rostock sind stichtagsabhängig; die Quelle belegt weder Pulver noch bloßes Salted-Egg-Aroma."
"EV64","FORM_AND_ROUTE_REVIEW","2026-09-03","RICE_PADDY_HERB","Georgia|Tobias","DECISION_LIMITATION","DIFFICULT","https://www.aquasabi.de/Limnophila-aromatica-Wavy","ngò om Reisfeldkraut Limnophila aromatica Lebensmittel Deutschland kaufen","Der exakte botanische Treffer nennt Limnophila aromatica als Rice paddy herb und ihre kulinarische Nutzung, wird vom Händler jedoch ausdrücklich nur als Aquarien- beziehungsweise Innenraumpflanze verkauft.","Kein als Lebensmittel ausgewiesener Weg; Aquarienpflanzen sind keine zulässige Ersatzroute, und vietnamesischer Koriander ist ausdrücklich kein Ersatz."
"EV65","PRODUCT_PAGE","2026-09-03","CLOUDBERRY_PRESERVES","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://www.schweden-markt.de/bjornekulla-hjortronsylt-460g.html","Moltebeerenkonfitüre Hjortronsylt Deutschland bestellen","Ein deutscher Skandinavien-Fachversand listet exakte Moltebeerenmarmelade als 460-g-Packung mit Warenkorb und konkretem Bestell- und Auslieferfenster.","Zeitgebundenes Vorbestellfenster und stichtagsabhängige Auslieferung; die Quelle gilt nur für Konfitüre, nicht für ungesüßte Beeren."
"EV66","PRODUCT_PAGE","2026-09-03","KOLACHE","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://der-biokonditor.de/product/boehmische-kolatsche/","böhmische Kolatsche fertig gebacken Deutschland bestellen","Ein deutscher Konditoreiversand listet eine exakt bezeichnete fertig gebackene böhmische Kolatsche.","Bäckereiprodukt mit stichtagsabhängigem Sortiment und Versandtag."
"EV67","PRODUCT_PAGE","2026-09-03","UBE","Georgia","EXACT_RETAIL","SPECIALTY","https://pinoyfood.de/shop/obst-gemuese/gemuese-konserven-glas/buenas-grated-purple-yam-kinayod-na-ube-454g/","Ube grated purple yam ungesüßt TK Deutschland bestellen","Ein deutscher Philippinen-Fachhändler listet geriebene tiefgekühlte Ube ohne ersetzende Geschmacksform als konkretes Produkt; Georgias bekannte Spezialroute stützt den Bezug.","Tiefkühlversand ist nach Händlerhinweis risikobehaftet; die personenspezifische Fachroute ist für die Einstufung wesentlich."
"EV68","PRODUCT_PAGE","2026-09-03","BAGOONG_ISDA","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://www.my-asia-shop.de/p/fischpaste-bagoong-balayan-monika-philippinen-340g","Bagoong Isda Balayan Deutschland bestellen","Ein zweiter deutscher Endkundenshop listet exaktes Bagoong Balayan aus 50 Prozent fermentiertem Fischextrakt als haltbare 340-g-Packung mit Warenkorb und regulärer Lieferzeit.","Spezialisierter Onlinehandel statt Alltagsversorgung; Tobias' geänderter Anchorwert bleibt bis zur menschlichen Re-Freigabe nur ein Vorschlag."
"EV69","STOCK_AND_COLD_CHAIN_REVIEW","2026-09-03","WATER_SPINACH","Tobias","CONTEXT_ONLY","","https://reissack.shop/produkt/fresh-morning-glory-200g/","Wasserspinat Kangkong frisch Versand Rostock","Ein zweiter Händler listet exakten frischen Wasserspinat mit Warenkorb, schließt beim Standardversand aber die Haftung für nicht mehr frische oder verdorbene Ware aus.","Der Haftungsausschluss dieses zweiten Wegs widerlegt nicht den dokumentierten Expressweg EV59 und trägt deshalb keine Bewertung."
"EV70","FORM_MISMATCH_REVIEW","2026-09-03","DUMPLING_DOUGH","Georgia|Tobias","DECISION_LIMITATION","DIFFICULT","https://mao-mao.de/collections/rice-noodles-flour/products/happy-belly-gyoza-skin-300g","Dumplingteig ungeschnitten Teigrolle uncut dumpling dough Deutschland kaufen","Der konkret bestellbare deutsche Haushaltsweg führt zu bereits zugeschnittenen Gyoza-Teigblättern und erfüllt nicht die ausdrücklich geforderte ungeschnittene Teigform.","Gezielte Suchen fanden Wrapper, Selbstmachrezepte oder sachfremden Nudelteig, aber keinen belastbar bestätigten haushaltsüblichen ungeschnittenen Dumpling-Teig."
"EV71","PRODUCT_PAGE","2026-09-03","LINGONBERRY","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://waldfruechte-zwicknagl.com/products/wildpreiselbeeren-tk-500-g","ungesüßte Wildpreiselbeeren TK Deutschland bestellen","Ein deutscher Waldfrucht-Fachversand listet exakte ungesüßte tiefgekühlte Wildpreiselbeeren als 500-g-Ware.","Tiefkühlversand, Mindestmenge und Tagesbestand machen dies zu einer Spezialroute."
"EV72","PRODUCT_PAGE","2026-09-03","FRANKFURT_GREEN_SAUCE","Georgia|Tobias","EXACT_RETAIL","PLANNED","https://www.dressing4you.com/products/frankfurter-grune-sosse-500ml","fertige Frankfurter Grüne Soße Lebensmittelversand Deutschland bestellen","Eine Frankfurter Soßenmanufaktur listet die fertig zubereitete 500-ml-Sauce mit allen sieben Kräutern, Warenkorb und ausdrücklich auswählbarem Lebensmittel-Paketversand innerhalb Deutschlands.","Der identische deutsche Paketversandweg gilt für beide Personen; Tagesbestand und Versandbedingungen bleiben vor Bestellung zu prüfen."
"EV73","PRODUCT_PAGE","2026-09-03","GARLIC_CHIVES","Tobias","EXACT_RETAIL","SPECIALTY","https://asia4friends.de/frischer-knoblauch-schnittlauch-bund","frischer Knoblauch Schnittlauch Deutschland bestellen","Frischer Knoblauch-Schnittlauch ist als konkreter Bund bei einem deutschen Asia-Frischeversand gelistet.","Fester Versandtag, Kühlweg und Bestand nach Rostock müssen geprüft werden."
"EV74","PRODUCT_PAGE","2026-09-03","MAM_NEM","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://www.nagofa.de/products/fischpaste-ngoc-lien-food-mam-nem-xay-250ml","Mắm nêm Deutschland bestellen","Der deutsche vietnamesische Fachhändler listet exakte Mắm-nêm-Fischpaste mit Sardelle und Stachelmakrele als vorrätige 250-ml-Packung.","Bestand ist stichtagsabhängig; die Seite belegt nur MAM_NEM."
"EV75","PRODUCT_PAGE","2026-09-03","MAM_TOM","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://www.nagofa.de/products/garnelenpaste-ha-n%E1%BB%99i-minh-ha-foods-m%E1%BA%AFm-tom-ha-n%E1%BB%99i-200g","Mắm tôm Hà Nội Deutschland bestellen","Der deutsche vietnamesische Fachhändler listet exakte Mắm-tôm-Garnelenpaste als vorrätige 200-g-Packung.","Bestand ist stichtagsabhängig; andere fermentierte Würzen sind kein Ersatz."
"EV76","PRODUCT_PAGE","2026-09-03","MUOI_TOM","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://www.nagofa.de/products/gewuerzmischung-garnelen-salz-muoi-tom-tay-ninh-dh-foods-120g","Muối tôm Tây Ninh Deutschland bestellen","Der deutsche vietnamesische Fachhändler listet exaktes trockenes Muối tôm Tây Ninh aus Salz, Garnele und Chili als vorrätige 120-g-Packung.","Bestand ist stichtagsabhängig; die Seite belegt nur MUOI_TOM."
"EV77","PRODUCT_PAGE","2026-09-03","PLA_RA","Tobias","EXACT_RETAIL","SPECIALTY","https://bick.shop/saucen/1400-fermented-fish-sauce-dek-som-boon-370g-fermentierte-fischsauce-aus-thailand-umami-pla-ra-8850206253302.html","Pla Ra fermentierte Fischwürze Deutschland bestellen","Ein deutscher Endkundenshop listet eine ausdrücklich als Pla Ra bezeichnete fermentierte Fischwürze mit 65 Prozent Sardelle als vorrätige 370-g-Packung.","Gekochte flüssige Form; von der offenen Produktform umfasst. Bestand und Versand nach Rostock sind stichtagsabhängig; Tai Pla ist kein Ersatz."
"EV78","PRODUCT_PAGE","2026-09-03","VIETNAMESE_SOYBEAN_PASTE","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://www.nagofa.de/products/sojabohnensauce-tuong-nep-ban-tam-duc-500ml","vietnamesische Sojabohnenpaste Tương nếp bần Deutschland bestellen","Der deutsche vietnamesische Fachhändler listet exakte dicke Tương-nếp-bần-Sauce aus fermentierten Sojabohnen und Klebreis als vorrätige 500-ml-Packung.","Bestand ist stichtagsabhängig; generische Sojasauce ist kein Ersatz."
"EV79","PRODUCT_PAGE","2026-09-03","MAM_RUOC","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://asiamoin.com/produkt/preserved-shrimp-sauce-mam-ruoc-hue-200g/","Mắm ruốc Huế Deutschland bestellen","Der deutsche Asia-Fachhändler listet exakte Mắm-ruốc-Huế-Paste mit 74 Prozent gemahlener Kleingarnele als konkrete 200-g-Packung und dokumentiert eine Nachbestellroute.","Am Stichtag nur auf Nachbestellung statt sofort vorrätig; SPECIALTY setzt die wiederholbare Fachhandelsroute voraus."
"EV80","PRODUCT_PAGE","2026-09-03","BAGOONG|BAGOONG_ISDA","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://pinoyfood.de/shop/canned-jarred-food/monika-bagoong-balayan-fish-sauce-340g/","Bagoong Balayan fischbasiert Deutschland bestellen","Ein deutscher Philippinen-Fachhändler listet exaktes Bagoong Balayan aus 50 Prozent fermentiertem Fischextrakt als haltbare haushaltsübliche Packung mit Warenkorb.","Spezialisierter Onlinehandel; Bestand und Lieferzeit sind stichtagsabhängig, werden aber durch den zweiten exakten Endkundenweg EV68 ergänzt."
"EV81","PRODUCT_PAGE","2026-09-03","MACAPUNO","Tobias","EXACT_RETAIL","SPECIALTY","https://www.filipinoasianstore.de/p/manila-coco-sport-string-macapuno-340g","Macapuno strings Deutschland bestellen","Ein deutscher Philippinen-Fachhändler listet Macapuno-Kokosstreifen als konkrete vorrätige 340-g-Packung mit Warenkorb.","Gesüßte Konservenform; zulässig nur wegen der offenen Katalogproduktform, Bestand ist stichtagsabhängig."
"EV82","PRODUCT_AND_COLD_CHAIN_REVIEW","2026-09-03","MILKFISH","Georgia|Tobias","DECISION_LIMITATION","DIFFICULT","https://bick.shop/tiefkuehl/1092-milchfisch-filet-ungewuerzt-entgraetet-400g-philippinen-milkfish-large-tiefkuehl-4806510860068.html","Milkfish Bangus ungewürzt TK Deutschland bestellen","Exaktes ungewürztes und entgrätetes TK-Milchfischfilet ist vorrätig, doch der Händler versendet ausdrücklich nicht tiefgekühlt und empfiehlt stattdessen Abholung.","Ohne belastbare Tiefkühlzustellung zu beiden Personen ist kein wiederholbarer Haushaltsweg bestätigt."
"EV83","FORM_MISMATCH_REVIEW","2026-09-03","DAING","Georgia|Tobias","DECISION_LIMITATION","DIFFICULT","https://pinoyfood.de/shop/canned-jarred-food/bdmp-dried-fish-dried-yellow-stripe-100g/","Daing getrockneter Fisch Philippinen Deutschland bestellen","Der lieferbare Treffer ist allgemein getrockneter Yellow-Stripe-Fisch und nicht ausdrücklich als geforderte Daing-Produktform bestätigt.","Andere Treffer waren abweichend marinierter tiefgekühlter Bangus; ein exakter wiederholbarer Weg bleibt unbelegt."
"EV84","PRODUCT_PAGE","2026-09-03","TABLEA","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://www.filipinoasianstore.de/p/tablea-batirol-tablea-de-cacao-200g","Tablea pure cacao tablets Deutschland bestellen","Ein deutscher Philippinen-Fachhändler listet exakte ungesüßte Tablea aus 100 Prozent Kakao als konkrete 200-g-Packung mit Warenkorb.","Nur noch wenige Packungen am Stichtag; gewöhnliches Kakaopulver ist kein Ersatz."
"EV85","PRODUCT_PAGE","2026-09-03","FLATBROD","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://norwegianfoodstore.com/en-eu/products/ideal-flatbrod","norwegisches Flatbrød Deutschland EU bestellen","Der EU-liefernde Endkundenshop listet exaktes norwegisches Flatbrød mit Warenkorb, sichtbarem Bestand und regulärer Nachbestellung binnen ein bis vier Tagen.","Die Produktseite zeigt zugleich ein widersprüchliches Ausverkauft-Template; maßgeblich sind der konkrete Warenkorb, der ausgewiesene Bestand und die dokumentierte Nachbestellroute."
"EV86","PRODUCT_PAGE","2026-09-03","LEFSE","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://norwegianfoodstore.com/en-eu/products/vestlandslefse-350-gram","norwegische Lefse Deutschland EU bestellen","Der EU-liefernde Endkundenshop listet exakte trockene Vestlandslefse mit Warenkorb, sichtbarem Bestand und regulärer Nachbestellung.","Die Produktseite zeigt zugleich ein widersprüchliches Ausverkauft-Template; das zerbrechliche Importprodukt bleibt Spezialbeschaffung."
"EV87","PRODUCT_PAGE","2026-09-03","PINNEKJOTT","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://norwegianfoodstore.com/en-eu/products/henriettes-pinnekjott-unsmoked-1-9-kg","Pinnekjøtt Deutschland EU bestellen","Der weltweit expressliefernde Endkundenshop listet exaktes ungeräuchertes Pinnekjøtt und dokumentiert das wiederkehrende Verkaufsfenster ab Oktober oder November.","Am Stichtag ausverkauft und ausdrücklich saisonal; die natürliche Saison wird getrennt behandelt, außerhalb des Verkaufsfensters ist keine Sofortbestellung belegt."
"EV88","PRODUCT_PAGE","2026-09-03","KLIPPFISH","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://mitte-meer.de/products/stucke-vom-kabeljau-in-salz-500g-klippfisch","Klippfisch gesalzener getrockneter Kabeljau Deutschland bestellen","Ein deutscher Endkundenshop bietet exakte gesalzene und getrocknete Kabeljaustücke als haushaltsübliche 500-g-Packung mit Warenkorb und DHL-Versand an.","Drei bis vier Werktage Lieferzeit auf dem deutschen Festland; Stockfisch ohne Salzung ist kein Ersatz."
"EV89","PRODUCT_PAGE","2026-09-03","ROD_POLSE","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://www.scandmarkt.com/p/gol-rod-polse-rote-hotdog-wuerste-im-4er-pack-248g-tk-ware","dänische Rød pølse Deutschland bestellen","Ein deutscher Skandinavien-Endkundenshop listet exakte dänische rote Hotdogwürste als 248-g-TK-Packung mit Warenkorb und Lieferzeit.","Kühlversand wird ausdrücklich empfohlen; Bestand und geeignete Zustellung sind vor Bestellung zu prüfen."
"EV90","PRODUCT_PAGE","2026-09-03","FENALAR","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://norwegianfoodstore.com/en-eu/products/stranda-cured-sheep-meat-100-gram-fenalar","Fenalår gepökeltes Schaffleisch Deutschland EU bestellen","Der EU-liefernde Endkundenshop listet exaktes norwegisches Fenalår als bestellbare 100-g-Packung mit Warenkorb.","Versand aus Norwegen; Einfuhr, Temperaturtauglichkeit und Tagesbestand sind vor Bestellung zu prüfen."
"EV91","PRODUCT_PAGE","2026-09-03","TOMATILLO","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://www.obstwelt.com/products/tomatillo-kaufen","frische Tomatillo Deutschland bestellen","Ein deutscher Endkundenshop listet exakte frische Tomatillos als vorrätige 500-g-Packung mit Warenkorb und deutschlandweitem DHL-Versand.","Frischezustellung dauert regulär zwei bis sechs Werktage und bleibt stichtagsabhängig; konservierte Tomatillos sind kein Ersatz."
"EV92","PRODUCT_PAGE","2026-09-04","STOCKFISH","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://www.masimpex.com/en/p/dried-stockfish-100g","Stockfish ungesalzener getrockneter Kabeljau Deutschland bestellen","Der deutsche Endkundenshop listet getrockneten Kabeljau ausdrücklich als Stockfish in einer haushaltsüblichen 100-g-Menge mit Warenkorb und zwei bis drei Tagen Lieferzeit.","Die Einzelproduktseite und die Kategorie zeigten zeitweise widersprüchliche Bestandsanzeigen; weitere Zuschnitte und EV94 bestätigen den realen Fachhandelsweg."
"EV93","CATEGORY_PAGE","2026-09-04","STOCKFISH","Georgia|Tobias","CONTEXT_ONLY","","https://www.masimpex.com/c/afrikanische-lebensmittel/trockene-und-geraeucherte-fische","Stockfish Zuschnitte deutscher Fachhandel","Die deutsche Endkundenkategorie führt mehrere Stockfish-Zuschnitte und zeigte bei der Prüfung mehrere davon als auf Lager.","Die Kategorie allein belegt nicht jede exakte Produktform und trägt deshalb keine Bewertung; sie stützt nur die Wiederholbarkeit des Händlerwegs."
"EV94","PRODUCT_PAGE","2026-09-04","STOCKFISH","Georgia|Tobias","EXACT_RETAIL","SPECIALTY","https://adria-store.de/products/bakalar-koteletts-getrockneter-kabeljau-300-g","ungesalzener getrockneter Kabeljau Deutschland bestellen","Ein deutscher Endkundenshop listet 300 g getrockneten Kabeljau mit Warenkorb und Bestand; die Produktangabe weist 0 g Salz aus.","Die Beschreibung erwähnt die regionale Tradition auch allgemein als getrocknet und gesalzen; für die ungesalzene Form ist die konkrete 0-g-Salz-Angabe maßgeblich."
"EV95","PRODUCT_PAGE","2026-09-04","DUMPLING_WRAPPERS","Georgia|Tobias","EXACT_RETAIL","PLANNED","https://kocket.de/products/matsarang-dumplingteig-mandu-skin-280g","Dumpling Wrapper Füllblätter TK Deutschland bestellen","Der deutsche Korea-Fachhändler führt echte tiefgekühlte Mandu-Füll- und Faltblätter als haushaltsübliche 280-g-Packung.","Das exakte Produkt war am Prüftag ausverkauft; der spezialisierte TK-Weg und schwankende Bestand tragen PLANNED, aber keinen spontanen Alltagskauf."
"EV96","PRODUCT_PAGE","2026-09-04","YEAST_EXTRACT","Georgia|Tobias","EXACT_RETAIL","PLANNED","https://www.hollandsupermarkt.de/marmite-hefeextrakt-250g/brotbelag/sonstiges/354240/","Marmite Hefeextrakt Deutschland bestellen","Ein deutscher internationaler Lebensmittelfachhändler führt exakten Marmite-Hefeextrakt als 250-g-Endkundenprodukt.","Internationales Fachsortiment statt bestätigtem gewöhnlichem Supermarktregal; Tagesbestand bleibt vor Bestellung zu prüfen."
"EV97","PRODUCT_PAGE","2026-09-04","FENUGREEK","Georgia|Tobias","EXACT_RETAIL","PLANNED","https://spicelands.de/produkt/spicelands-bockshornkleesamen-methi-seeds/","Bockshornkleesamen Methi Seeds Deutschland bestellen","Ein deutscher Gewürzfachhändler führt exakte ganze Bockshornkleesamen in haushaltsüblicher Menge über regulären Versand.","Fachhandel beziehungsweise Versand belegt PLANNED, aber kein spontan zuverlässiges gewöhnliches Supermarktregal."
"EV98","PRODUCT_PAGE","2026-09-04","WATERCRESS","Georgia|Tobias","EXACT_RETAIL","PLANNED","https://www.fruechte-kontor.de/product-page/brunnenkresse-bund","frische Brunnenkresse Vorbestellung Kühlversand Deutschland","Ein deutscher Frischefachhändler bietet exakte Brunnenkresse als Bund mit Warenkorb, wöchentlichem Eingang, Vorbestellung und Kühlversand an.","Wöchentlicher Versandrhythmus und Vorbestellung machen den Weg planbar, aber nicht spontan."
"EV99","PRODUCT_PAGE","2026-09-04","BIRDS_EYE_CHILI","Georgia","EXACT_RETAIL","PLANNED","https://spicelands.de/produkt/frische-bird-eye-chilli-100g/","frische Bird Eye Chili Deutschland bestellen","Ein deutscher Frischefachhändler führt exakte frische Bird’s-Eye-Chilis als 100-g-Produkt mit regulärem Deutschlandversand.","Am Prüftag nicht vorrätig und Gemüseversand nur Dienstag bis Donnerstag; dies trägt für Georgia PLANNED, nicht EASY. Tobias' bestätigte persönliche Rostocker Alltagsroute bleibt davon unberührt."
