"concept_code","display_name","review_applicability","product_form_basis","market_class","market_basis","proposed_availability","availability_note","evidence_requirement","evidence_search_terms","review_flags"
"BLACK_CURRANT","schwarze Johannisbeere","APPLICABLE","Schwarze Johannisbeere mit intensiver Säure und herb-aromatischem Geschmack; frisch oder ungesüßt tiefgekühlt gemeint.","GENERAL_BROAD","Frostix – schwarze Johannisbeeren tiefgefroren 300 g belegt formgenau: Frostix bietet schwarze Johannisbeeren als ungesüßte 300-g-Monofrucht mit Warenkorb und garantierter Tiefkühllieferung an. Für Georgia in Bornheim gilt: Deutschlandweiter Expressversand in Kühlbox nach Bornheim und Rostock; Logistik FROZEN_SHIPPING. Die Kühlbox und Lagerung bei minus 18 Grad müssen gesichert sein; Saft, Konfitüre und Beerenmischungen tragen den Nachweis nicht.","PLANNED","schwarze Johannisbeere: Frostix bietet schwarze Johannisbeeren als ungesüßte 300-g-Monofrucht mit Warenkorb und garantierter Tiefkühllieferung an.","OPTIONAL","schwarze Johannisbeere tiefgefroren 300 g Monofrucht Frostix Deutschland | Georgia in Bornheim | IN_STOCK FROZEN_SHIPPING",""
"BLACK_EYED_PEAS","Augenbohnen","APPLICABLE","Helle Augenbohnen mit dunklem Keimfleck und mild-nussigem Geschmack; botanisch eine Form der Kuhbohne.","GENERAL_BROAD","Katalogpfad Bohnen → Hülsenfrüchte. Warengruppe Hülsenfrucht, formrelevanter Prüfhinweis aus der vollständigen Definition: »botanisch eine Form der Kuhbohne«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine konkrete Vorbestellung oder Bestandsabfrage für Hülsenfrucht.","PLANNED","Augenbohnen ist über eine konkrete Vorbestellung oder Bestandsabfrage für Hülsenfrucht im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","OPTIONAL","Augenbohnen | Form: botanisch eine Form der Kuhbohne | Bornheim gezielter Einkauf Deutschland Hülsenfrucht-, Konserven- oder Trockenwarenregal",""
"BLACK_GARLIC","schwarzer Knoblauch","APPLICABLE","Fermentativ gereifter Knoblauch mit süßlich-würzigem, deutlich umamireichem Profil.","GENERAL_BROAD","Katalogpfad Knoblauch → Lauch- und Zwiebelgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »gereifter Knoblauch mit süßlich-würzigem, deutlich umamireichem Profil«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine geplante Fahrt zu einem großen Markt mit dem Sortiment »Obst- und Gemüseabteilung«.","PLANNED","schwarzer Knoblauch ist über eine geplante Fahrt zu einem großen Markt mit dem Sortiment »Obst- und Gemüseabteilung« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","OPTIONAL","schwarzer Knoblauch | Form: gereifter Knoblauch mit süßlich-würzigem, deutlich umamireichem Profil | Bornheim gezielter Einkauf Deutschland Obst- und Gemüseabteilung",""
"BLACK_PEPPER","schwarzer Pfeffer","APPLICABLE","Reif geerntete und getrocknete Pfefferfrüchte mit kräftiger Schärfe und warmem Aroma; ganz oder gemahlen verwendbar.","GENERAL_LOCAL","Katalogpfad Pfeffer → Gewürz oder trockenes Würzmittel. Warengruppe Gewürz, formrelevanter Prüfhinweis aus der vollständigen Definition: »ganz oder gemahlen verwendbar«. Regelweg in Bornheim über die gewöhnliche Bornheimer Auslage »Gewürz- und Trockenwürzregal«.","EASY","schwarzer Pfeffer: gewöhnlicher lokaler Bezugsweg über den Bereich »Gewürz- und Trockenwürzregal«.","OPTIONAL","schwarzer Pfeffer | Form: ganz oder gemahlen verwendbar | Bornheim Gewürz- und Trockenwürzregal gewöhnlicher Handel",""
"BLACK_TEA","schwarzer Tee","APPLICABLE","Vollständig oxidierter Tee mit kräftigem, oft malzigem oder herbem Profil; Sorte und Blattgrad bleiben offen.","GENERAL_LOCAL","Katalogpfad Tee. Warengruppe Tee, formrelevanter Prüfhinweis aus der vollständigen Definition: »Sorte und Blattgrad bleiben offen«. Regelweg in Bornheim über den lokalen Supermarktbereich »Tee- und Aufgussregal« in Bornheim.","EASY","schwarzer Tee: gewöhnlicher lokaler Bezugsweg über den Bereich »Tee- und Aufgussregal«.","OPTIONAL","schwarzer Tee | Form: Sorte und Blattgrad bleiben offen | Bornheim Tee- und Aufgussregal gewöhnlicher Handel",""
"BLACK_VINEGAR","chinesischer schwarzer Essig","APPLICABLE","Dunkler chinesischer Getreideessig mit malziger, röstiger Säure; nicht Balsamico oder bloß gefärbter Tafelessig.","SPECIALTY_BROAD","Katalogpfad Essig. Warengruppe Speiseessig, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Balsamico oder bloß gefärbter Tafelessig«. Breiter einschlägiger Spezialmarkt über den freigegebenen v2-Anker mit dem Kerngrund »Breit im chinesisch-asiatischen Spezialmarkt etabliert mehrere Marken und unabhängige Händler sind üblich«.","SPECIALTY","chinesischer schwarzer Essig: Breit im chinesisch-asiatischen Spezialmarkt etabliert; mehrere Marken und unabhängige Händler sind üblich.","REQUIRED","chinesischer schwarzer Essig | Form: nicht Balsamico oder bloß gefärbter Tafelessig | Deutschland unabhängige Spezialhändler Speiseessig | freigegebener v2-Anker","REFERENCE_ANCHOR|EVIDENCE_REQUIRED"
"BLACKBERRY","Brombeere","APPLICABLE","Brombeere als frische oder ungesüßt tiefgekühlte Beere mit süß-säuerlichem, dunklem Fruchtaroma.","GENERAL_LOCAL","Katalogpfad Beeren → Obst. Warengruppe Obst, formrelevanter Prüfhinweis aus der vollständigen Definition: »oder ungesüßt tiefgekühlte Beere mit süß-säuerlichem, dunklem Fruchtaroma«. Regelweg in Bornheim über nahe Supermarktfilialen in Bornheim mit dem Bereich »Obst- und Gemüseabteilung«.","EASY","Brombeere: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.","OPTIONAL","Brombeere | Form: oder ungesüßt tiefgekühlte Beere mit süß-säuerlichem, dunklem Fruchtaroma | Bornheim Obst- und Gemüseabteilung gewöhnlicher Handel",""
"BLOOD_ORANGE","Blutorange","APPLICABLE","Orange mit rot pigmentiertem Fruchtfleisch und häufig beerig-herber Note; nicht Grapefruit.","GENERAL_BROAD","Katalogpfad Orange → Zitrusfrucht → Obst. Warengruppe Obst, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Grapefruit«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine vorab zu prüfendes Sortiment im Bereich »Obst- und Gemüseabteilung« eines großen Bornheimer Markts.","PLANNED","Blutorange ist über ein vorab zu prüfendes Sortiment im Bereich »Obst- und Gemüseabteilung« eines großen Bornheimer Markts im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","OPTIONAL","Blutorange | Form: nicht Grapefruit | Bornheim gezielter Einkauf Deutschland Obst- und Gemüseabteilung",""
"BLOOD_SAUSAGE","Blutwurst","APPLICABLE","Wurstfamilie mit Blut als prägendem Bestandteil; Gewürzung, Getreideanteil und Konsistenz können regional variieren.","GENERAL_LOCAL","Blutwurst: Die konkrete REWE-Seite für abgepackte Hausmacher-Blutwurst ergänzt die bereits belegten gewöhnlichen Wurstwege; Blut bleibt prägender Bestandteil. Profilbezug Georgia: Bornheim beziehungsweise der planbare allgemeine deutsche Bezug; Köln oder Düsseldorf werden nicht als lokaler EASY-Weg gewertet.","EASY","Blutwurst: Die konkrete REWE-Seite für abgepackte Hausmacher-Blutwurst ergänzt die bereits belegten gewöhnlichen Wurstwege; Blut bleibt prägender Bestandteil.","REQUIRED","Blutwurst Hausmacher Blut als Bestandteil REWE Wurstkühlung; Georgia Bornheim konkrete Produktseite Bestand Logistik 2026-09-04","EVIDENCE_REQUIRED|BORDERLINE_PLANNED|RATING_RECONCILED_V2"
"BLUE_CHEESE","Blauschimmelkäse","APPLICABLE","Offene Käsefamilie mit Blauschimmelkulturen und ausgeprägt würzigem Aroma; Milchart und Reifegrad bleiben offen.","GENERAL_LOCAL","Katalogpfad Käse → gesäuertes Milchprodukt → Milchprodukte. Warengruppe Käse, formrelevanter Prüfhinweis aus der vollständigen Definition: »Milchart und Reifegrad bleiben offen«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Käsekühlung oder Käsetheke«.","EASY","Blauschimmelkäse: gewöhnlicher lokaler Bezugsweg über den Bereich »Käsekühlung oder Käsetheke«.","OPTIONAL","Blauschimmelkäse | Form: Milchart und Reifegrad bleiben offen | Bornheim Käsekühlung oder Käsetheke gewöhnlicher Handel",""
"BLUEBERRY","Heidelbeere","APPLICABLE","Heidelbeere als frische oder ungesüßt tiefgekühlte Beere; Kultur- und Waldheidelbeeren sind umfasst.","GENERAL_LOCAL","Katalogpfad Beeren → Obst. Warengruppe Obst, formrelevanter Prüfhinweis aus der vollständigen Definition: »Kultur- und Waldheidelbeeren sind umfasst«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Obst- und Gemüseabteilung«.","EASY","Heidelbeere: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.","OPTIONAL","Heidelbeere | Form: Kultur- und Waldheidelbeeren sind umfasst | Bornheim Obst- und Gemüseabteilung gewöhnlicher Handel",""
"BOMBA_RICE","Bomba-Reis","APPLICABLE","Spanische Rundkorn-Reissorte Bomba mit hoher Flüssigkeits- und Geschmacksaufnahme; nicht Synonym für beliebigen Paella-Reis und nicht synonym mit der Herkunftsbezeichnung Calasparra.","SPECIALTY_BROAD","Katalogpfad Reis → Getreide oder Pseudogetreide → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Synonym für beliebigen Paella-Reis und nicht synonym mit der Herkunftsbezeichnung Calasparra«. Breiter einschlägiger Spezialmarkt über den freigegebenen v2-Anker mit dem Kerngrund »Reguläres Produkt vieler spanischer und mediterraner Spezialhändler aber nicht breit genug für allgemeinen PLANNED-Handel«.","SPECIALTY","Bomba-Reis: Reguläres Produkt vieler spanischer und mediterraner Spezialhändler aber nicht breit genug für allgemeinen PLANNED-Handel.","REQUIRED","Bomba-Reis | Form: nicht Synonym für beliebigen Paella-Reis und nicht synonym mit der Herkunftsbezeichnung Calasparra | Deutschland unabhängige Spezialhändler Getreide- oder Stärkeware | freigegebener v2-Anker","REFERENCE_ANCHOR|EVIDENCE_REQUIRED"
"BONE_MARROW","Knochenmark","APPLICABLE","Fettreiches Mark aus großen Rinderknochen; zum Rösten, Auslassen oder Aromatisieren von Saucen und Brühen.","GENERAL_BROAD","Katalogpfad Rindfleisch → Innereien → Fleisch. MeinMetzger bietet auf der konkreten Produktseite gesägte Rinder-Markknochen mit Preis und Warenkorb an; der Premium-Frischeversand macht die Form für Georgia nach Bornheim planbar.","PLANNED","Knochenmark: MeinMetzger bietet auf der konkreten Produktseite gesägte Rinder-Markknochen mit Preis und Warenkorb an; der Premium-Frischeversand macht die Form für Georgia nach Bornheim planbar.","OPTIONAL","MeinMetzger Markknochen | gesägte Rinder-Markknochen Knochenmark | Premium-Frischeversand Bornheim",""
"BONITO_FLAKES","Bonitoflocken","APPLICABLE","Dünn gehobelte Flocken aus getrocknetem und meist geräuchertem Bonito nach Katsuobushi-Art; stark umamireich.","SPECIALTY_BROAD","Katalogpfad getrockneter Fisch → konservierter Fisch → Fisch → Fisch und Meeresfrüchte. Warengruppe konservierter Fisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »stark umamireich«. Breiter einschlägiger Spezialmarkt über den freigegebenen v2-Anker mit dem Kerngrund »Reguläres Produkt vieler japanisch-asiatischer Spezialhändler jedoch kein allgemeiner deutscher Handelsstandard«.","SPECIALTY","Bonitoflocken: Reguläres Produkt vieler japanisch-asiatischer Spezialhändler jedoch kein allgemeiner deutscher Handelsstandard.","REQUIRED","Bonitoflocken | Form: stark umamireich | Deutschland unabhängige Spezialhändler konservierter Fisch | freigegebener v2-Anker","REFERENCE_ANCHOR|EVIDENCE_REQUIRED"
"BRANDY","Brandy oder Weinbrand","APPLICABLE","Offene Weinbrandfamilie; geschützte beziehungsweise kulinarisch eigenständige Ausprägungen wie Cognac können separat konkretisiert werden.","GENERAL_LOCAL","Katalogpfad Kochalkohol. Warengruppe Kochalkohol, formrelevanter Prüfhinweis aus der vollständigen Definition: »geschützte beziehungsweise kulinarisch eigenständige Ausprägungen wie Cognac können separat konkretisiert werden«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Getränke-, Wein- oder Spirituosenregal«.","EASY","Brandy oder Weinbrand: gewöhnlicher lokaler Bezugsweg über den Bereich »Getränke-, Wein- oder Spirituosenregal«.","OPTIONAL","Brandy oder Weinbrand | Form: geschützte beziehungsweise kulinarisch eigenständige Ausprägungen wie Cognac können separat konkretisiert werden | Bornheim Getränke-, Wein- oder Spirituosenregal gewöhnlicher Handel","RATING_RECONCILED_V2"
"BRATWURST","Bratwurst","APPLICABLE","Zum Braten oder Grillen bestimmte Wurst; Fleischmischung, Körnung und regionale Würzung bleiben offen.","GENERAL_LOCAL","Katalogpfad Schweinefleisch → Wurst → Fleisch. Warengruppe Wurst oder Pökelfleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »Fleischmischung, Körnung und regionale Würzung bleiben offen«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Wurstkühlung oder Bedientheke«.","EASY","Bratwurst: gewöhnlicher lokaler Bezugsweg über den Bereich »Wurstkühlung oder Bedientheke«.","OPTIONAL","Bratwurst | Form: Fleischmischung, Körnung und regionale Würzung bleiben offen | Bornheim Wurstkühlung oder Bedientheke gewöhnlicher Handel",""
"BRAZIL_NUT","Paranüsse","APPLICABLE","Große, fettreiche Paranusskerne mit cremigem Biss; ganz, gehackt oder gemahlen verwendbar.","GENERAL_LOCAL","Katalogpfad Nüsse. Warengruppe Nuss, Saat oder Mus, formrelevanter Prüfhinweis aus der vollständigen Definition: »ganz, gehackt oder gemahlen verwendbar«. Regelweg in Bornheim über den lokalen Supermarktbereich »Nuss-, Saaten- oder Nussmusregal« in Bornheim.","EASY","Paranüsse: gewöhnlicher lokaler Bezugsweg über den Bereich »Nuss-, Saaten- oder Nussmusregal«.","OPTIONAL","Paranüsse | Form: ganz, gehackt oder gemahlen verwendbar | Bornheim Nuss-, Saaten- oder Nussmusregal gewöhnlicher Handel","RATING_RECONCILED_V2"
"BREAD","Brot oder Fladenbrot","APPLICABLE","Offene Vorgabe für gebackenes Brot oder Fladenbrot; Getreide, Triebmittel, Form und Krustenanteil bleiben wählbar.","GENERAL_LOCAL","Die offene Brotfamilie wird in Bornheim über Bäckereitheke, Backstation und das Regal für abgepackte Backwaren abgedeckt.","EASY","Brot oder Fladenbrot: Die offene Brotfamilie wird in Bornheim über Bäckereitheke, Backstation und das Regal für abgepackte Backwaren abgedeckt.","OPTIONAL","Bornheim Brot Backwaren Bäckereitheke Backstation abgepacktes Brot",""
"BREAD_DUMPLING","Semmelknödel","APPLICABLE","Gekochter oder gedämpfter böhmisch-mitteleuropäischer Brot-/Semmelknödel als fertige Beilage; nicht Dumpling-Teig, Teighülle oder gefüllter Dumpling.","GENERAL_BROAD","Katalogpfad stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Dumpling-Teig, Teighülle oder gefüllter Dumpling«. Die Warenform ist vom Rheinland aus über „Reis-, Mehl-, Nudel- oder Trockenwarenregal über einen reservierten Marktartikel“ erreichbar.","PLANNED","Semmelknödel: Die Warenform ist vom Rheinland aus über „Reis-, Mehl-, Nudel- oder Trockenwarenregal über einen reservierten Marktartikel“ erreichbar.","OPTIONAL","Semmelknödel | Form: nicht Dumpling-Teig, Teighülle oder gefüllter Dumpling | Bornheim gezielter Einkauf Deutschland Reis-, Mehl-, Nudel- oder Trockenwarenregal",""
"BREADCRUMBS","Semmelbrösel","APPLICABLE","Trockene gemahlene Brot- oder Brötchenkrume zum Panieren, Binden oder Bestreuen; Panko ist eine eigene Ausprägung.","GENERAL_LOCAL","Katalogpfad stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »Panko ist eine eigene Ausprägung«. Regelweg in Bornheim über nahe Supermarktfilialen in Bornheim mit dem Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal«.","EASY","Semmelbrösel: gewöhnlicher lokaler Bezugsweg über den Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal«.","OPTIONAL","Semmelbrösel | Form: Panko ist eine eigene Ausprägung | Bornheim Reis-, Mehl-, Nudel- oder Trockenwarenregal gewöhnlicher Handel",""
"BRIE","Brie","APPLICABLE","Weichkäse der Brie-Familie mit charakteristischer Weißschimmelrinde; umfasst handelsüblichen Brie-Stil und bekannte französische Ausprägungen, ohne auf Brie de Meaux oder Brie de Melun beschränkt zu sein. Nicht Camembert.","GENERAL_LOCAL","Katalogpfad Käse → gesäuertes Milchprodukt → Milchprodukte. Warengruppe Käse, formrelevanter Prüfhinweis aus der vollständigen Definition: »Nicht Camembert«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Käsekühlung oder Käsetheke«.","EASY","Brie: gewöhnlicher lokaler Bezugsweg über den Bereich »Käsekühlung oder Käsetheke«.","OPTIONAL","Brie | Form: Nicht Camembert | Bornheim Käsekühlung oder Käsetheke gewöhnlicher Handel",""
"BROAD_BEANS","Dicke Bohnen","APPLICABLE","Dicke Bohnen beziehungsweise Ackerbohnen; frisch, tiefgekühlt oder getrocknet verwendbar und nicht mit grünen Bohnen gleichzusetzen.","GENERAL_BROAD","Katalogpfad Bohnen → Hülsen- und Schotengemüse → Hülsenfrüchte → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »frisch, tiefgekühlt oder getrocknet verwendbar und nicht mit grünen Bohnen gleichzusetzen«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine vorab zu prüfendes Sortiment im Bereich »Obst- und Gemüseabteilung« eines großen Bornheimer Markts.","PLANNED","Dicke Bohnen ist über ein vorab zu prüfendes Sortiment im Bereich »Obst- und Gemüseabteilung« eines großen Bornheimer Markts im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","OPTIONAL","Dicke Bohnen | Form: frisch, tiefgekühlt oder getrocknet verwendbar und nicht mit grünen Bohnen gleichzusetzen | Bornheim gezielter Einkauf Deutschland Obst- und Gemüseabteilung",""
"BROCCOLI","Brokkoli","APPLICABLE","Grünes Kohlgemüse mit essbaren Blütenknospen und Stielen; nicht mit Romanesco oder Blumenkohl gleichsetzen.","GENERAL_LOCAL","Katalogpfad Kohlgemüse → Blütengemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht mit Romanesco oder Blumenkohl gleichsetzen«. Regelweg in Bornheim über den Bereich »Obst- und Gemüseabteilung« eines gewöhnlichen Bornheimer Vollsortimenters.","EASY","Brokkoli: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.","OPTIONAL","Brokkoli | Form: nicht mit Romanesco oder Blumenkohl gleichsetzen | Bornheim Obst- und Gemüseabteilung gewöhnlicher Handel",""
"BROKEN_RICE","Bruchreis","APPLICABLE","Reiskörner, die bei Ernte oder Verarbeitung gebrochen wurden und dadurch kleiner sowie schneller garend sind. Gemeint ist das Kornprodukt, nicht ein fertig belegtes Cơm-tấm-Gericht.","SPECIALTY_BROAD","Katalogpfad Reis → Getreide oder Pseudogetreide → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »Gemeint ist das Kornprodukt, nicht ein fertig belegtes Cơm-tấm-Gericht«. Breiter einschlägiger Spezialmarkt über die voneinander unabhängigen Händler King Kao – Bruchreis 20 kg sowie Asia Foodstore – Royal Thai Duft-Bruchreis.","SPECIALTY","Bruchreis ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler King Kao – Bruchreis 20 kg sowie Asia Foodstore – Royal Thai Duft-Bruchreis.","REQUIRED","Bruchreis | Form: Gemeint ist das Kornprodukt, nicht ein fertig belegtes Cơm-tấm-Gericht | Deutschland unabhängige Spezialhändler Getreide- oder Stärkeware | geprüfte Quellen: King Kao – Bruchreis 20 kg ; Asia Foodstore – Royal Thai Duft-Bruchreis","EVIDENCE_REQUIRED"
"BROWN_CHAMPIGNON","braune Champignons","APPLICABLE","Frische braune Zuchtchampignons mit etwas kräftigerem Aroma als weiße Champignons.","GENERAL_LOCAL","Katalogpfad frische Champignons → Champignons → Pilze → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »braune Zuchtchampignons mit etwas kräftigerem Aroma als weiße Champignons«. Regelweg in Bornheim über den Bereich »Obst- und Gemüseabteilung« eines gewöhnlichen Bornheimer Vollsortimenters.","EASY","braune Champignons: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.","OPTIONAL","braune Champignons | Form: braune Zuchtchampignons mit etwas kräftigerem Aroma als weiße Champignons | Bornheim Obst- und Gemüseabteilung gewöhnlicher Handel",""
"BROWN_RICE","Vollkornreis","APPLICABLE","Reis mit erhaltenen Randschichten und dadurch nussigerem Geschmack sowie festerem Biss; Sorte bleibt offen.","GENERAL_LOCAL","Katalogpfad Reis → Getreide oder Pseudogetreide → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »Sorte bleibt offen«. Regelweg in Bornheim über nahe Supermarktfilialen in Bornheim mit dem Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal«.","EASY","Vollkornreis: gewöhnlicher lokaler Bezugsweg über den Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal«.","OPTIONAL","Vollkornreis | Form: Sorte bleibt offen | Bornheim Reis-, Mehl-, Nudel- oder Trockenwarenregal gewöhnlicher Handel",""
"BROWN_SUGAR","brauner Zucker","APPLICABLE","Brauner Zucker mit Melasseanteil beziehungsweise karamelligem Aroma; feucht oder trocken verwendbar.","GENERAL_LOCAL","Katalogpfad Süßungsmittel. Warengruppe Süßungs- oder Kakaoware, formrelevanter Prüfhinweis aus der vollständigen Definition: »feucht oder trocken verwendbar«. Regelweg in Bornheim über nahe Supermarktfilialen in Bornheim mit dem Bereich »Backzutaten-, Süßwaren- oder Kakaoregal«.","EASY","brauner Zucker: gewöhnlicher lokaler Bezugsweg über den Bereich »Backzutaten-, Süßwaren- oder Kakaoregal«.","OPTIONAL","brauner Zucker | Form: feucht oder trocken verwendbar | Bornheim Backzutaten-, Süßwaren- oder Kakaoregal gewöhnlicher Handel",""
"BRUNOST","Brunost","APPLICABLE","Norwegisches braunes Molkeprodukt mit charakteristisch süßlich-karamelligem Geschmack, der durch starkes Einkochen von Molke und Milchbestandteilen entsteht. Kuh- und Ziegenmilchanteile können je nach Variante variieren. Nicht mit gewöhnlichem Ziegenkäse oder Karamellaufstrich gleichsetzen.","NICHE_IMPORT","Katalogpfad Käse → gesäuertes Milchprodukt → Milchprodukte. Warengruppe Käse, formrelevanter Prüfhinweis aus der vollständigen Definition: »Nicht mit gewöhnlichem Ziegenkäse oder Karamellaufstrich gleichsetzen«. Nur der schmale Händlerweg über Gouda Käse Shop – Gjetost/Brunost ist positiv belegt; Kühlversand begrenzt Form, Bestand oder Logistik.","DIFFICULT","Brunost: Nur der schmale Händlerweg über Gouda Käse Shop – Gjetost/Brunost ist positiv belegt; Kühlversand begrenzt Form, Bestand oder Logistik.","REQUIRED","Brunost | Form: Nicht mit gewöhnlichem Ziegenkäse oder Karamellaufstrich gleichsetzen | Deutschland EU Exakttreffer Bestand Logistik Käse | geprüfte Quellen: Gouda Käse Shop – Gjetost/Brunost","EVIDENCE_REQUIRED|FORM_OR_ROUTE_FRAGILE"
"BRUSSELS_SPROUTS","Rosenkohl","APPLICABLE","Kleine feste Blattachselknospen des Kohls mit herb-nussigem Geschmack; frisch oder tiefgekühlt verwendbar.","GENERAL_LOCAL","Katalogpfad Kohlgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »frisch oder tiefgekühlt verwendbar«. Regelweg in Bornheim über die gewöhnliche Bornheimer Auslage »Obst- und Gemüseabteilung«.","EASY","Rosenkohl: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.","OPTIONAL","Rosenkohl | Form: frisch oder tiefgekühlt verwendbar | Bornheim Obst- und Gemüseabteilung gewöhnlicher Handel",""
"BRUSSELS_WAFFLE","Brüsseler Waffel","APPLICABLE","Große rechteckige belgische Waffel nach Brüsseler Art, außen knusprig und innen luftig. Gemeint ist die Waffel selbst, ohne vorausgesetzte Beläge. Nicht mit der kompakteren Lütticher Zuckerwaffel gleichsetzen.","GENERAL_BROAD","Katalogpfad Süßware → Waffel → Backware. Warengruppe Back- oder Brotwaren, formrelevanter Prüfhinweis aus der vollständigen Definition: »Nicht mit der kompakteren Lütticher Zuckerwaffel gleichsetzen«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine konkrete Vorbestellung oder Bestandsabfrage für Back- oder Brotwaren.","PLANNED","Brüsseler Waffel ist über eine konkrete Vorbestellung oder Bestandsabfrage für Back- oder Brotwaren im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","OPTIONAL","Brüsseler Waffel | Form: Nicht mit der kompakteren Lütticher Zuckerwaffel gleichsetzen | Bornheim gezielter Einkauf Deutschland Brot-, Backwaren- oder Backzutatenbereich",""
"BUCKWHEAT","Buchweizen","APPLICABLE","Glutenfreies Pseudogetreide mit kräftig-nussigem Geschmack; gemeint sind ganze Körner oder Grütze, nicht Mehl.","GENERAL_BROAD","Katalogpfad Getreide oder Pseudogetreide → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »gemeint sind ganze Körner oder Grütze, nicht Mehl«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine vorab zu prüfendes Sortiment im Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal« eines großen Bornheimer Markts.","PLANNED","Buchweizen: Breit im allgemeinen Bio-, Drogerie- und Onlinehandel verfügbar, lokal jedoch nicht überall Standard.","OPTIONAL","Buchweizen | Form: gemeint sind ganze Körner oder Grütze, nicht Mehl | Bornheim gezielter Einkauf Deutschland Reis-, Mehl-, Nudel- oder Trockenwarenregal","REFERENCE_ANCHOR"
"BUCKWHEAT_FLOUR","Buchweizenmehl","APPLICABLE","Mehl aus Buchweizen; nicht Weizenmehl mit Buchweizenanteil und nicht ganzes Buchweizenkorn.","GENERAL_BROAD","Katalogpfad Buchweizen → Mehl → Getreide oder Pseudogetreide → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Weizenmehl mit Buchweizenanteil und nicht ganzes Buchweizenkorn«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine vorab zu prüfendes Sortiment im Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal« eines großen Bornheimer Markts.","PLANNED","Buchweizenmehl ist über ein vorab zu prüfendes Sortiment im Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal« eines großen Bornheimer Markts im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","OPTIONAL","Buchweizenmehl | Form: nicht Weizenmehl mit Buchweizenanteil und nicht ganzes Buchweizenkorn | Bornheim gezielter Einkauf Deutschland Reis-, Mehl-, Nudel- oder Trockenwarenregal",""
