"concept_code","display_name","review_applicability","product_form_basis","market_class","market_basis","proposed_availability","availability_note","evidence_requirement","evidence_search_terms","review_flags"
"CANNED_TOMATOES","Dosentomaten","APPLICABLE","Geschälte oder stückige Tomaten als unkonzentrierte Konserve; nicht passierte Tomaten oder Tomatenmark.","GENERAL_LOCAL","Der konkrete Bezug von „Dosentomaten“ läuft über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Dosentomaten: gewöhnlicher lokaler Bezugsweg über den Bereich »Dosentomaten«.","OPTIONAL","Dosentomaten Geschälte oder stückige Tomaten als unkonzentrierte Konserve; Tobias Rostock Würzsauce Paste Essig exakte Sorte; Tomate / Tomatenprodukt; Das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die konservierte Produktform","TOBIAS_ROSTOCK_PROFILE"
"CANNED_TUNA","Thunfisch aus der Dose","APPLICABLE","Gegarter Thunfisch als Konserve in Öl oder eigenem Saft; nicht frisches Thunfischsteak.","GENERAL_LOCAL","Die Beschaffung von „Thunfisch aus der Dose“ erfolgt in Rostock über das Fischkonserven- oder haltbare Seafood-Regal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Thunfisch aus der Dose: gewöhnlicher lokaler Bezugsweg über den Bereich »Thunfisch aus der Dose«.","OPTIONAL","Thunfisch aus der Dose Gegarter Thunfisch als Konserve in Öl oder eigenem Saft; Tobias Rostock Fisch Seafood exakte Art Konserve Trockenware; konservierter Fisch / Thunfisch; Das Fischkonserven- oder haltbare Seafood-Regal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die konservierte Produktform","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"
"CANNELLINI_BEANS","Cannellini-Bohnen","APPLICABLE","Mittelgroße weiße Bohnen italienischer Art mit mildem Geschmack und cremiger Textur.","GENERAL_BROAD","Beim Einkauf von „Cannellini-Bohnen“ nutzt Tobias gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler.","PLANNED","Cannellini-Bohnen: Beim Einkauf von „Cannellini-Bohnen“ nutzt Tobias gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler.","OPTIONAL","Cannellini-Bohnen Mittelgroße weiße Bohnen italienischer Art mit mildem Geschmack und cremiger…; Tobias Rostock Hülsenfrucht getrocknet vorgegart Sorte; Bohnen; gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE|RATING_RECONCILED_V2"
"CANTALOUPE","Cantaloupe-Melone","APPLICABLE","Orangefleischige, aromatisch süße Melone mit typischer netzartiger oder gerippter Schale.","GENERAL_LOCAL","Beim Einkauf von „Cantaloupe-Melone“ nutzt Tobias die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Cantaloupe-Melone: gewöhnlicher lokaler Bezugsweg über den Bereich »Cantaloupe-Melone«.","OPTIONAL","Cantaloupe-Melone Orangefleischige, aromatisch süße Melone mit typischer netzartiger oder…; Tobias Rostock Obst frisch TK genaue Sorte; Melone; Die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"CAPERS","Kapern","APPLICABLE","Eingelegte Blütenknospen des Kapernstrauchs mit salzig-säuerlichem, pikantem Geschmack; nicht Kapernäpfel.","GENERAL_LOCAL","Für „Kapern“ führt der Rostocker Marktweg über das Konserven-, Sauergemüse- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Kapern: Rostocker Bezugsweg über das Konserven-, Sauergemüse- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts.","OPTIONAL","Kapern Eingelegte Blütenknospen des Kapernstrauchs mit salzig-säuerlichem, pikantem…; Tobias Rostock Sauergemüse Konserve Ferment exakte Form; konservierte pflanzliche Zutat; Das Konserven-, Sauergemüse- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die konservierte Produktform","TOBIAS_ROSTOCK_PROFILE"
"CARAWAY","Kümmel","APPLICABLE","Echter Kümmel mit warmem, anisartigem Aroma; nicht Kreuzkümmel.","GENERAL_LOCAL","Die Beschaffung von „Kümmel“ erfolgt in Rostock über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Kümmel: gewöhnlicher lokaler Bezugsweg über den Bereich »Kümmel«.","OPTIONAL","Kümmel Echter Kümmel mit warmem, anisartigem Aroma; Tobias Rostock Gewürz ganze gemahlene getrocknete Form; Gewürz oder trockenes Würzmittel; Das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"CARDAMOM","Kardamom","APPLICABLE","Aromatische Kardamomkapseln oder -samen; ohne weitere Konkretisierung ist grüner Kardamom gemeint. Schwarzer Kardamom besitzt ein deutlich herberes, häufig rauchiges Profil.","GENERAL_BROAD","Tobias prüft „Kardamom“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Gewürzhändler.","PLANNED","Kardamom: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Gewürzhändler.","OPTIONAL","Kardamom Aromatische Kardamomkapseln oder -samen; ohne weitere Konkretisierung ist…; Tobias Rostock Gewürz ganze gemahlene getrocknete Form; Gewürz oder trockenes Würzmittel; gut sortierte Vollsortimenter und etablierte deutsche Gewürzhändler; gezielter Einkauf Deutschland Wochenvorlauf; die geforderte ganze oder körnige Form","TOBIAS_ROSTOCK_PROFILE"
"CARP","Karpfen","APPLICABLE","Karpfen als frischer oder tiefgekühlter Süßwasserfisch; Zuschnitt und Zubereitungsform bleiben offen.","GENERAL_BROAD","Karpfenfilet ist bei einem deutschen TK-Händler aktuell bestellbar und bei einem unabhängigen Fischversender wiederkehrend gelistet; die heimische Saison und Kühlannahme verlangen Planung.","PLANNED","Karpfenfilet ist über einen deutschen TK-Händler bestellbar und bei einem unabhängigen Fischversender wiederkehrend gelistet; Saison und Kühlannahme erfordern Planung.","REQUIRED","Tobias Rostock Karpfen frisch tiefgekühlt nicht lieferbar Capibara Norddeutschland Tour 70 Euro","EVIDENCE_REQUIRED|FORM_SENSITIVE|NICHE_IMPORT|RATING_RECONCILED_V2|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"
"CARROT","Karotte","APPLICABLE","Karotte als süßlich-erdiges Wurzelgemüse; Farbe und Größe bleiben offen.","GENERAL_LOCAL","Tobias prüft „Karotte“ in Rostock über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Karotte: Rostocker Bezugsweg über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","OPTIONAL","Karotte Karotte als süßlich-erdiges Wurzelgemüse; Tobias Rostock Gemüse frisch TK genaue Sorte; Wurzel- und Knollengemüse; Die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"CASHEW","Cashewkerne","APPLICABLE","Cremig-milde Cashewkerne; roh, geröstet oder ungesalzen verwendbar.","GENERAL_LOCAL","Für „Cashewkerne“ führt der Rostocker Marktweg über das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Cashewkerne: Rostocker Bezugsweg über das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts.","OPTIONAL","Cashewkerne Cremig-milde Cashewkerne; roh, geröstet oder ungesalzen verwendbar; Tobias Rostock Nuss Samen Mus genaue Rohware; Nüsse; Das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"CASHEW_BUTTER","Cashewmus","APPLICABLE","Fein vermahlene Cashewpaste mit cremiger Textur; ungesüßte und leicht gesüßte Varianten sind umfasst.","GENERAL_BROAD","Für „Cashewmus“ führt der Rostocker Marktweg über gut sortierte Vollsortimenter und etablierte deutsche Nuss- oder Biohändler.","PLANNED","Cashewmus: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Nuss- oder Biohändler.","OPTIONAL","Cashewmus Fein vermahlene Cashewpaste mit cremiger Textur; Tobias Rostock Nuss Samen Mus genaue Rohware; Cashewkerne / Nuss- oder Samenpaste; gut sortierte Vollsortimenter und etablierte deutsche Nuss- oder Biohändler; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"CASSAVA","Maniok","APPLICABLE","Stärkereiche Maniokwurzel, die nur geschält und ausreichend gegart verwendet wird; nicht Tapiokastärke.","SPECIALTY_BROAD","Tobias prüft „Maniok“ in Rostock über Asia4Friends – Gemüse und Asiatischer Lebensmittelladen – Maniok, wobei die Evidenz eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Frischeversand ausweist.","SPECIALTY","Maniok: Rostocker Bezugsweg über Asia4Friends – Gemüse und Asiatischer Lebensmittelladen – Maniok; dokumentiert sind eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Frischeversand.","REQUIRED","Maniok Stärkereiche Maniokwurzel, die nur geschält und ausreichend gegart verwendet…; Tobias Rostock Gemüse frisch TK genaue Sorte; Wurzel- und Knollengemüse / stärkehaltige Zutat oder Sättigungsbeilage; Asiatischer Lebensmittelladen – Maniok | Asia4Friends – Gemüse; mehrere unabhängige Fachhändler Marktbreite; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|RESEARCH_REQUIRED"
"CATFISH","Wels","APPLICABLE","Wels als festfleischiger Süßwasserfisch; Art und Zuschnitt bleiben offen.","GENERAL_BROAD","Ahrenhorster – frisches Wallerfilet ohne Haut und Bauch belegt: Ahrenhorster bietet frisches Wallerfilet aus deutscher Aquakultur im Warenkorb an, verarbeitet es am Vortag und verschickt die vakuumierten Filets mit Kühlpacks per DPD Food Express. Der Bezug erfolgt über Deutschland; Wunschtermin per DPD Food Express, Verarbeitung am Vortag; maßgeblich ist CHILLED_SHIPPING. Belegt ist enthäutetes Filet in einer Vorratsbox ab zwei Kilogramm, nicht jeder offene Welszuschnitt; Liefertermine bleiben bestellabhängig.","PLANNED","Wels: Ahrenhorster bietet frisches Wallerfilet aus deutscher Aquakultur im Warenkorb an, verarbeitet es am Vortag und verschickt die vakuumierten Filets mit Kühlpacks per DPD Food Express.","REQUIRED","Wallerfilet Silurus glanis frisch Ahrenhorster DPD Food Express Bornheim Rostock | Tobias Rostock | Ahrenhorster – frisches Wallerfilet ohne Haut und Bauch | IN_STOCK CHILLED_SHIPPING","TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"
"CAULIFLOWER","Blumenkohl","APPLICABLE","Kohlgemüse mit dichtem, hellem Blütenstand; Blätter und Strunk können kulinarisch mitverwendet werden.","GENERAL_LOCAL","Für „Blumenkohl“ führt der Rostocker Marktweg über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Blumenkohl: Rostocker Bezugsweg über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","OPTIONAL","Blumenkohl Kohlgemüse mit dichtem, hellem Blütenstand; Tobias Rostock Gemüse frisch TK genaue Sorte; Kohlgemüse / Blütengemüse; Die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die geforderte Blatt- oder Kräuterform","TOBIAS_ROSTOCK_PROFILE"
"CAVA","Cava","APPLICABLE","Schaumwein der geschützten Ursprungsbezeichnung Cava, überwiegend in Spanien nach traditioneller Flaschengärung erzeugt; Süßegrad und Reife können variieren. Nicht generischer Schaumwein, Champagner oder Prosecco.","GENERAL_BROAD","Spanischer Cava Reserva im allgemeinen Versand; vomFASS weist Cava Brut Reserva Stars aktuell als verfügbar mit kurzer Deutschlandlieferung aus.","PLANNED","Cava: Spanischer Cava Reserva im allgemeinen Versand; vomFASS weist Cava Brut Reserva Stars aktuell als verfügbar mit kurzer Deutschlandlieferung aus.","OPTIONAL","Cava Brut Reserva Stars vomFASS verfügbar Versand Rostock","TOBIAS_ROSTOCK_PROFILE"
"CAYENNE_PEPPER","Cayennepfeffer","APPLICABLE","Fein gemahlenes scharfes Chilipulver nach Cayenne-Art; trotz des Namens kein echter Pfeffer.","GENERAL_LOCAL","Beim Einkauf von „Cayennepfeffer“ nutzt Tobias das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Cayennepfeffer: gewöhnlicher lokaler Bezugsweg über den Bereich »Cayennepfeffer«.","OPTIONAL","Cayennepfeffer Fein gemahlenes scharfes Chilipulver nach Cayenne-Art; Tobias Rostock Gewürz ganze gemahlene getrocknete Form; Chilipulver; Das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die gemahlene oder pulverisierte Form","TOBIAS_ROSTOCK_PROFILE"
"CELERIAC","Knollensellerie","APPLICABLE","Knollensellerie mit festem, intensiv sellerieartigem Fleisch; nicht Staudensellerie.","GENERAL_LOCAL","Die Beschaffung von „Knollensellerie“ erfolgt in Rostock über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Knollensellerie: gewöhnlicher lokaler Bezugsweg über den Bereich »Knollensellerie«.","OPTIONAL","Knollensellerie Knollensellerie mit festem, intensiv sellerieartigem Fleisch; Tobias Rostock Gemüse frisch TK genaue Sorte; Wurzel- und Knollengemüse; Die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"CELERY_STALK","Staudensellerie","APPLICABLE","Staudensellerie mit knackigen Blattstielen und frischem Selleriearoma; nicht Knollensellerie.","GENERAL_LOCAL","Beim Einkauf von „Staudensellerie“ nutzt Tobias die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Staudensellerie: gewöhnlicher lokaler Bezugsweg über den Bereich »Staudensellerie«.","OPTIONAL","Staudensellerie Staudensellerie mit knackigen Blattstielen und frischem Selleriearoma; Tobias Rostock Gemüse frisch TK genaue Sorte; Stängelgemüse; Die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die verlangte frische Form","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"
"CHAMPIGNON","frische Champignons","APPLICABLE","Frischer Zuchtchampignon ohne Festlegung auf die weiße oder braune Form; konservierte Champignons und andere Speisepilze sind nicht gemeint.","GENERAL_LOCAL","Für „frische Champignons“ führt der Rostocker Marktweg über den Pilzbereich der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","EASY","frische Champignons: Rostocker Bezugsweg über den Pilzbereich der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","OPTIONAL","frische Champignons Frischer Zuchtchampignon ohne Festlegung auf die weiße oder braune Form; Tobias Rostock Pilze frisch genaue Art; Champignons; Der Pilzbereich der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die verlangte frische Form","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"
"CHAMPIGNONS","Champignons","APPLICABLE","Offene Champignonfamilie einschließlich frischer und konservierter Produktformen; nicht sämtliche Speisepilze.","GENERAL_LOCAL","Die Beschaffung von „Champignons“ erfolgt in Rostock über den Pilzbereich der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Champignons: gewöhnlicher lokaler Bezugsweg über den Bereich »Champignons«.","OPTIONAL","Champignons Offene Champignonfamilie einschließlich frischer und konservierter…; Tobias Rostock Pilze frisch genaue Art; Pilze; Der Pilzbereich der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die verlangte frische Form","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"
"CHANTERELLE","Pfifferlinge","APPLICABLE","Pfifferlinge mit festem Biss und pfeffrig-fruchtigem Waldpilzaroma; frisch, tiefgekühlt oder getrocknet verwendbar.","GENERAL_BROAD","Violey – BioGourmet Pfifferlinge getrocknet 20 g belegt formgenau: Violey führt formgenaue getrocknete Pfifferlinge als haltbare 20-g-Packung mit positiv ausgewiesenem Bestand. Für Tobias in Rostock gilt: Deutschlandweiter Standardversand nach Bornheim und Rostock; Logistik STANDARD_SHIPPING. Die stabile Route nutzt die zulässige Trockenform; frische Pfifferlinge bleiben saison- und marktbestandsabhängig.","PLANNED","Pfifferlinge: Violey führt formgenaue getrocknete Pfifferlinge als haltbare 20-g-Packung mit positiv ausgewiesenem Bestand.","REQUIRED","BioGourmet Pfifferlinge getrocknet 20 g Violey Bestand | Tobias in Rostock | IN_STOCK STANDARD_SHIPPING","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE|RESEARCH_REQUIRED"
"CHARD","Mangold","APPLICABLE","Mangold mit fleischigen Stielen und großen Blättern; beide Teile sind essbar und benötigen oft unterschiedliche Garzeiten.","GENERAL_BROAD","Für „Mangold“ wird das Angebot über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler kontrolliert.","PLANNED","Mangold: Für „Mangold“ wird das Angebot über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler kontrolliert.","OPTIONAL","Mangold Mangold mit fleischigen Stielen und großen Blättern; Tobias Rostock Gemüse frisch TK genaue Sorte; Blattgemüse; gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"CHEDDAR","Cheddar","APPLICABLE","Fester bis halbfester Kuhmilchkäse nach Cheddar-Art; Reifegrad reicht von mild-cremig bis kräftig-würzig.","GENERAL_LOCAL","Beim Einkauf von „Cheddar“ nutzt Tobias die Käsekühlung oder Käsetheke eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Cheddar: gewöhnlicher lokaler Bezugsweg über den Bereich »Cheddar«.","OPTIONAL","Cheddar Fester bis halbfester Kuhmilchkäse nach Cheddar-Art; Tobias Rostock Käse genaue Sorte Milch Reifung; Käse; Die Käsekühlung oder Käsetheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die präzise gekühlte oder tierische Produktform","TOBIAS_ROSTOCK_PROFILE"
"CHEESE","Käse","APPLICABLE","Offene Vorgabe für Käse; Milchart, Textur, Reife und Intensität bleiben als echte Auswahlentscheidung offen.","GENERAL_LOCAL","Tobias prüft „Käse“ in Rostock über die Käsekühlung oder Käsetheke eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Käse: Rostocker Bezugsweg über die Käsekühlung oder Käsetheke eines gewöhnlichen großen Rostocker Supermarkts.","OPTIONAL","Käse Offene Vorgabe für Käse; Milchart, Textur, Reife und Intensität bleiben als…; Tobias Rostock Käse genaue Sorte Milch Reifung; gesäuertes Milchprodukt; Die Käsekühlung oder Käsetheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die präzise gekühlte oder tierische Produktform","TOBIAS_ROSTOCK_PROFILE"
"CHERRY","Kirsche","APPLICABLE","Süßkirsche als frische oder ungesüßt tiefgekühlte Steinfrucht; Sauerkirsche bleibt getrennt.","GENERAL_LOCAL","Für „Kirsche“ wird das Angebot über den Obst- oder Tiefkühlobstbereich eines gewöhnlichen großen Rostocker Supermarkts kontrolliert.","EASY","Kirsche: gewöhnlicher lokaler Bezugsweg über den Bereich »Kirsche«.","OPTIONAL","Kirsche Süßkirsche als frische oder ungesüßt tiefgekühlte Steinfrucht; Tobias Rostock Obst frisch TK genaue Sorte; Steinobst; Der Obst- oder Tiefkühlobstbereich eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die zugelassene Frisch- oder Tiefkühlform","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"
"CHERRY_TOMATO","Kirschtomaten","APPLICABLE","Kleine süße Tomaten mit hohem Schalenanteil; Farbe und konkrete Sorte bleiben offen.","GENERAL_LOCAL","Für „Kirschtomaten“ wird das Angebot über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts kontrolliert.","EASY","Kirschtomaten: gewöhnlicher lokaler Bezugsweg über den Bereich »Kirschtomaten«.","OPTIONAL","Kirschtomaten Kleine süße Tomaten mit hohem Schalenanteil; Tobias Rostock Gemüse frisch TK genaue Sorte; Tomate; Die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"CHERVIL","Kerbel","APPLICABLE","Frischer Kerbel als fein-aromatisches Küchenkraut. Nicht Kerbelwurzel und nicht getrocknete Kräutermischung.","GENERAL_BROAD","Frischer Kerbel ist als Bundware bei zwei unabhängigen Gemüseversendern und als essbare Topfpflanze im allgemeinen Handel belegt; Saison und lokaler Bestand verlangen Planung.","PLANNED","Frischer Kerbel ist als Bundware bei unabhängigen Gemüseversendern und als essbare Topfpflanze im allgemeinen Handel planbar, lokal aber saisonabhängig.","REQUIRED","Tobias Rostock frischer Kerbel Bund nicht verfügbar Enseleit lebende Pflanze Versand","EVIDENCE_REQUIRED|FORM_SENSITIVE|NICHE_IMPORT|RATING_RECONCILED_V2|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"
"CHESTNUT","Esskastanien","APPLICABLE","Stärkereiche Esskastanien mit süßlich-nussigem Geschmack; gegart, vakuumiert oder als ungesüßtes Püree verwendbar.","GENERAL_BROAD","Kleine Abtei – gekochte vakuumierte Maronen 200 g belegt formgenau: Kleine Abtei bietet gekochte, geschälte und vakuumierte Edelkastanien ohne Wasser- oder Salzzusatz sofort ab Lager an. Für Tobias in Rostock gilt: Versand nach Deutschland und Österreich; 1–3 Werktage; Logistik STANDARD_SHIPPING. Der haltbare Weg belegt die gegarte Form, nicht frische Saisonmaronen oder gesüßte Kastaniencreme.","PLANNED","Esskastanien: Kleine Abtei bietet gekochte, geschälte und vakuumierte Edelkastanien ohne Wasser- oder Salzzusatz sofort ab Lager an.","REQUIRED","Maronen Edelkastanien gekocht geschält vakuumiert 200 g sofort versandfertig | Tobias in Rostock | IN_STOCK STANDARD_SHIPPING","TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"
"CHIA_SEEDS","Chiasamen","APPLICABLE","Kleine quellfähige Samen, die Flüssigkeit gelartig binden; hell oder dunkel verwendbar.","GENERAL_LOCAL","Die Beschaffung von „Chiasamen“ erfolgt in Rostock über das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Chiasamen: gewöhnlicher lokaler Bezugsweg über den Bereich »Chiasamen«.","OPTIONAL","Chiasamen Kleine quellfähige Samen, die Flüssigkeit gelartig binden; Tobias Rostock Nuss Samen Mus genaue Rohware; Kerne und Samen; Das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die geforderte ganze oder körnige Form","TOBIAS_ROSTOCK_PROFILE"
"CHICKEN","Hähnchen","APPLICABLE","Hähnchenfleisch ohne Festlegung auf einen Zuschnitt; ganzes Tier und unterschiedliche Teilstücke sind umfasst.","GENERAL_LOCAL","Tobias prüft „Hähnchen“ in Rostock über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und eine lokale Standortprüfung ausweist.","EASY","Hähnchen: Gängige Hähnchenformen gehören zum gewöhnlichen lokalen Supermarktsortiment.","OPTIONAL","Hähnchen Hähnchenfleisch ohne Festlegung auf einen Zuschnitt; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Geflügel; Die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; den festgelegten Zuschnitt","REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE"
"CHICKEN_BREAST","Hähnchenbrust","APPLICABLE","Mageres helles Brustfleisch vom Hähnchen; mit oder ohne Haut und Knochen verwendbar.","GENERAL_LOCAL","Für „Hähnchenbrust“ führt der Rostocker Marktweg über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Hähnchenbrust: Rostocker Bezugsweg über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts.","OPTIONAL","Hähnchenbrust Mageres helles Brustfleisch vom Hähnchen; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Hähnchen; Die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die präzise tierische Produktform","TOBIAS_ROSTOCK_PROFILE"
"CHICKEN_DRUMSTICKS","Hähnchenunterkeulen","APPLICABLE","Unterer Teil der Hähnchenkeule mit Knochen und dunklem Fleisch; nicht die vollständige Keule.","GENERAL_LOCAL","Die Beschaffung von „Hähnchenunterkeulen“ erfolgt in Rostock über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Hähnchenunterkeulen: gewöhnlicher lokaler Bezugsweg über den Bereich »Hähnchenunterkeulen«.","OPTIONAL","Hähnchenunterkeulen Unterer Teil der Hähnchenkeule mit Knochen und dunklem Fleisch; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Hähnchen; Die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die präzise tierische Produktform","TOBIAS_ROSTOCK_PROFILE"
"CHICKEN_FEET","Hühnerfüße","APPLICABLE","Küchenfertig gereinigte Hühnerfüße mit hohem Haut-, Sehnen- und Knorpelanteil; frisch oder tiefgekühlt verwendbar. Nicht bereits marinierte, eingelegte oder vollständig zubereitete Snackprodukte.","SPECIALTY_BROAD","Tobias prüft „Hühnerfüße“ in Rostock über Asia Moin – Hühnerfüße und AsianBrand – Hühnerfüße tiefgefroren, wobei die Evidenz eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Tiefkühlversand ausweist.","SPECIALTY","Hühnerfüße: Rostocker Bezugsweg über Asia Moin – Hühnerfüße und AsianBrand – Hühnerfüße tiefgefroren; dokumentiert sind eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Tiefkühlversand.","REQUIRED","Hühnerfüße Küchenfertig gereinigte Hühnerfüße mit hohem Haut-, Sehnen- und Knorpelanteil; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Hähnchen / Innereien; AsianBrand – Hühnerfüße tiefgefroren | Asia Moin – Hühnerfüße; mehrere unabhängige Fachhändler Marktbreite; die zugelassene Frisch- oder Tiefkühlform","TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|FORM_SENSITIVE|RESEARCH_REQUIRED"
