"evidence_id","concept_code","person_relevance","original_source_name","original_url","resolved_source_name","resolved_url","verification_finding","audit_status"
"AV2N-A-0146","MAITAKE","Georgia|Tobias","REWE – Obst und Gemüse","https://shop.rewe.de/c/obst-gemuese/","Obstwelt - frische Maitake-Pilze","https://www.obstwelt.com/products/maitake-pilze-kaufen","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Obstwelt bietet frische Maitake beziehungsweise Klapperschwaemme in 150-g- und 1200-g-Varianten mit Warenkorb und bundesweitem Versand an; die verzweigte Bueschelform wird auf der Produktseite beschrieben.","RESOLVED_VERIFIED"
"AV2N-A-0148","MANCHEGO","Georgia|Tobias","REWE – Käse","https://shop.rewe.de/c/kaese-kaeseersatz/","REWE - Feine Welt Manchego Curado g.U. 175 g","https://www.rewe.de/shop/p/rewe-feine-welt-manchego-curado-aus-schafmilch-175g/9952235","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die REWE-Seite weist Queso Manchego g.U. als spanischen Hartkaese aus Schafmilch aus; damit ist die geschuetzte Manchego-Form und nicht beliebiger Schafskaese belegt.","RESOLVED_VERIFIED"
"AV2N-A-0167","MOREL","Georgia|Tobias","REWE – Obst und Gemüse","https://shop.rewe.de/c/obst-gemuese/","REWE - Wagner Spitzmorcheln getrocknet 25 g","https://www.rewe.de/shop/p/wagner-spitzmorcheln-getrocknet-25g/3900495","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die REWE-Produktseite fuehrt getrocknete Spitzmorcheln als Monozutat und verlangt nach dem Einweichen mindestens 15 Minuten Kochzeit; Form und Garhinweis passen exakt zur Definition.","RESOLVED_VERIFIED"
"AV2N-N-0031","PADRON_PEPPER","Georgia","FrischeParadies – fruit and vegetable direct shop","https://www.frischeparadies-shop.de/obst-gemuese/","FrischeParadies - Pimientos de Padron 200 g","https://www.frischeparadies-shop.de/paprika-pimientos-de-padron-im-beutel/571533","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. FrischeParadies fuehrt frische ganze Pimientos de Padron im 200-g-Beutel als sofort verfuegbar; die Ware ist keine Sauce und kein fertiges Tapasgericht.","RESOLVED_VERIFIED"
"AV2N-N-0032","PADRON_PEPPER","Tobias","FrischeParadies – fruit and vegetable direct shop","https://www.frischeparadies-shop.de/obst-gemuese/","FrischeParadies - Pimientos de Padron 200 g","https://www.frischeparadies-shop.de/paprika-pimientos-de-padron-im-beutel/571533","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. FrischeParadies fuehrt frische ganze Pimientos de Padron im 200-g-Beutel als sofort verfuegbar und versendet die Produktform auch fuer Tobias planbar nach Deutschland.","RESOLVED_VERIFIED"
"AV2N-N-0042","PASSION_FRUIT","Georgia","FrischeParadies – fruit and vegetable direct shop","https://www.frischeparadies-shop.de/obst-gemuese/","REWE - Passionsfrucht 1 Stueck","https://www.rewe.de/shop/p/passionsfrucht-1-stueck/8374628","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die REWE-Produktseite bietet eine ganze frische Passionsfrucht mit marktbezogener Bestellung; Saft, Sirup und Aroma werden nicht als Ersatz fuer Fruchtmark und Kerne verwendet.","RESOLVED_VERIFIED"
"AV2N-N-0044","PECORINO","Georgia","FrischeParadies – cheese direct shop","https://www.frischeparadies-shop.de/kaese/","REWE - Pecorino Romano","https://www.rewe.de/shop/p/pecorino-romano/8584380","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die konkrete REWE-Seite fuehrt Pecorino Romano als italienischen Hartkaese aus Schafmilch an der gekuehlten Theke; diese Auspraegung liegt innerhalb der offenen Pecorino-Familie.","RESOLVED_VERIFIED"
"AV2N-N-0088","QUINCE","Tobias","FrischeParadies – fruit and vegetable direct shop","https://www.frischeparadies-shop.de/obst-gemuese/","Bauer Luemmel - frische Birnenquitte 500 g","https://www.bauer-luemmel-shop.de/epages/78460634.mobile/?ClassicView=1&ObjectPath=/Shops/78460634/Products/635/SubProducts/635-0001","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Bauer Luemmel weist frische Birnenquitten als auf Lager aus, nennt zwei bis zehn Werktage Lieferzeit und GO-Overnight fuer Frischware; die Seite beschreibt die September-bis-November-Saison.","RESOLVED_VERIFIED"
"AV2N-N-0116","ROMANESCO","Georgia","FrischeParadies – fruit and vegetable direct shop","https://www.frischeparadies-shop.de/obst-gemuese/","REWE - Romanesco 1 Stueck","https://www.rewe.de/shop/p/romanesco-1-stueck/482323","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die REWE-Produktseite fuehrt einen ganzen frischen Romanesco der Klasse I und grenzt damit den fraktalen Kohlkopf von generischem Brokkoli ab.","RESOLVED_VERIFIED"
"AV2N-N-0123","ROQUEFORT","Georgia","FrischeParadies – cheese direct shop","https://www.frischeparadies-shop.de/kaese/","REWE - Roquefort Argental AOP 100 g","https://www.rewe.de/shop/p/roquefort-d-argental-100g/443669","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die REWE-Seite nennt Roquefort AOP aus Schafrohmilch und die Reifung in den Hoehlen von Roquefort; generischer Kuhmilch-Blauschimmelkaese ist damit ausgeschlossen.","RESOLVED_VERIFIED"
"AV2N-N-0171","SOUR_CHERRY","Georgia","FrischeParadies – fruit and vegetable direct shop","https://www.frischeparadies-shop.de/obst-gemuese/","REWE - Beste Wahl Sauerkirschen ganz tiefgekuehlt 300 g","https://www.rewe.de/shop/p/rewe-beste-wahl-sauerkirschen-ganz-300g/8856174","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die konkrete REWE-Seite fuehrt ganze entsteinte Sauerkirschen als tiefgekuehlte Monofrucht; die erlaubte TK-Form ist damit fuer Georgia ohne Suesskirschenersatz belegt.","RESOLVED_VERIFIED"
"AV2N-N-0172","SOUR_CHERRY","Tobias","FrischeParadies – fruit and vegetable direct shop","https://www.frischeparadies-shop.de/obst-gemuese/","REWE - Beste Wahl Sauerkirschen ganz tiefgekuehlt 300 g","https://www.rewe.de/shop/p/rewe-beste-wahl-sauerkirschen-ganz-300g/8856174","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die konkrete REWE-Seite fuehrt ganze entsteinte Sauerkirschen als tiefgekuehlte Monofrucht; Tobias kann die erlaubte TK-Form marktbezogen vorbestellen, ohne Suesskirschen zu substituieren.","RESOLVED_VERIFIED"
"AV2N-N-0220","TURNIP","Georgia|Tobias","FrischeParadies – fruit and vegetable direct shop","https://www.frischeparadies-shop.de/obst-gemuese/","REWE Warenlexikon - Mairueben","https://www.rewe.de/lexikon/mairueben","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. REWE ordnet Mairueben als Speiserueben ein und nennt Markt oder Supermarkt als allgemeinen Kaufweg, hauptsaechlich im Mai und Juni; die Seite beschreibt die weisse bis gelbliche milde Wurzel und trennt sie von Steckrueben.","RESOLVED_VERIFIED"
"AV2N-A-0033","CARP","Georgia|Tobias","Deutsche See – Fisch und Meeresfrüchte","https://www.deutschesee.de/shop/","Fischkaufhaus – Karpfen-Kategorie","https://www.fischkaufhaus.de/28-karpfen","Die formgenaue Karpfen-Kategorie listet frische und tiefgekühlte Zuschnitte; der aktuelle Verfügbarkeitsfilter weist mindestens eine bestellbare Ware aus und der Händler nennt 24-Stunden-Express. Status: VARIABLE_STOCK; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-A-0036","CATFISH","Georgia|Tobias","Deutsche See – Fisch und Meeresfrüchte","https://www.deutschesee.de/shop/","Ahrenhorster – frisches Wallerfilet ohne Haut und Bauch","https://ahrenhorster.de/produkt/frisches-wallerfilet-ohne-haut-ohne-bauch-vorratsbox/","Ahrenhorster bietet frisches Wallerfilet aus deutscher Aquakultur im Warenkorb an, verarbeitet es am Vortag und verschickt die vakuumierten Filets mit Kühlpacks per DPD Food Express. Status: IN_STOCK; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-A-0045","CLAMS","Georgia|Tobias","Deutsche See – Fisch und Meeresfrüchte","https://www.deutschesee.de/shop/","Deutsche See – frische Venusmuscheln","https://www.deutschesee.de/shop/venusmuscheln-80345.html","Deutsche See führt frische, von Hand gesammelte Venusmuscheln mit 50 bis 60 Tieren je Korb aktuell verfügbar und liefert sie gekühlt zum Wunschtermin. Status: IN_STOCK; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-A-0052","CRAB","Georgia|Tobias","Deutsche See – Fisch und Meeresfrüchte","https://www.deutschesee.de/shop/","Deutsche See – Soft Shell Crabs","https://www.deutschesee.de/shop/soft-shell-crabs-butterkrabben-83487.html","Die verfügbare Produktseite dokumentiert ganze Soft-Shell-Krabben, roh nach der Häutung tiefgefroren und einzeln entnehmbar; damit ist eine zulässige ganze Krabbenform konkret bestellbar. Status: IN_STOCK; Logistik: FROZEN_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-A-0053","CRAYFISH","Georgia|Tobias","Deutsche See – Fisch und Meeresfrüchte","https://www.deutschesee.de/shop/","Deutsche See – Louisiana-Flusskrebse in Weißweinsud","https://www.deutschesee.de/shop/louisiana-flusskrebse-in-weissweinsud-tk-81153.html","Deutsche See bietet ganze gekochte Louisiana-Flusskrebse in Weißweinsud aktuell verfügbar und tiefgekühlt an; die ganze zulässige Flusskrebsform bleibt erkennbar. Status: IN_STOCK; Logistik: FROZEN_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-A-0054","CRUSTACEANS","Tobias","Deutsche See – Fisch und Meeresfrüchte","https://www.deutschesee.de/shop/","REWE – Costa Garnelen Natur 215 g","https://www.rewe.de/shop/p/costa-garnelen-natur-215g/546708","REWE führt mit Costa Garnelen Natur eine klar bezeichnete tiefgekühlte Krebstierware im gewöhnlichen Sortiment; mehrere reguläre Rostocker REWE-Filialen bilden den lokalen Prüfweg für Tobias. Status: VARIABLE_STOCK; Logistik: STANDARD_LOCAL.","RESOLVED_VERIFIED"
"AV2N-A-0058","CUTTLEFISH","Georgia|Tobias","Deutsche See – Fisch und Meeresfrüchte","https://www.deutschesee.de/shop/","Send a Fish – Mini Sepia Tintenfisch M","https://www.send-a-fish.de/mini-sepia-tintenfisch-m","Send a Fish bietet ganze gereinigte rohe Mini-Sepia (Sepia pharaonis) im Warenkorb mit Lieferdatum an und verschickt sie bei minus 20 Grad Celsius mit Trockeneis. Status: IN_STOCK; Logistik: FROZEN_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-A-0093","FISH_ROE","Georgia|Tobias","Deutsche See – Fisch und Meeresfrüchte","https://www.deutschesee.de/shop/","Deutsche See – Kaviar- und Fischrogen-Kategorie","https://www.deutschesee.de/shop/kaviar","Die aktuelle Kategorie bündelt mehrere essbare Fischrogenarten, darunter Forellen- und Keta-Lachsrogen, mit konkreten Produktseiten und gekühlter Wunschzustellung. Status: REGULAR_RANGE; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-A-0112","HAKE","Georgia|Tobias","Deutsche See – Fisch und Meeresfrüchte","https://www.deutschesee.de/shop/","1aFisch – Seehecht-Loin ohne Haut","https://www.1afisch.de/shop/Fangfrischer-Fisch/Wildfaenge-aus-der-Nordsee/seehecht/seehecht-loin-ohne-haut.html","1aFisch kennzeichnet das frische handfiletierte Seehecht-Loin ohne Haut als sofort versandfertig, nennt einen Liefertermin und verschickt Frischfisch gekühlt binnen 24 Stunden. Status: IN_STOCK; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-A-0113","HALIBUT","Georgia|Tobias","Deutsche See – Fisch und Meeresfrüchte","https://www.deutschesee.de/shop/","Deutsche See – weißes Heilbuttfilet TK","https://www.deutschesee.de/shop/weisses-heilbuttfilet-tk-81509.html","Das verfügbare Produkt ist weißes Heilbuttfilet mit Haut, vakuumverpackt und tiefgefroren; Art und konkreter Filetzuschnitt sind ausgewiesen. Status: IN_STOCK; Logistik: FROZEN_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-A-0114","HERRING","Georgia|Tobias","Deutsche See – Fisch und Meeresfrüchte","https://www.deutschesee.de/shop/","Deutsche See – Heringsfilets TK","https://www.deutschesee.de/shop/heringsfilets-tk-4-6-filets-85322.html","Deutsche See führt vier bis sechs verfügbare Heringsfilets mit Haut tiefgekühlt in einer Mehrkammerpackung; die schlichte Fischform ist weder gereift noch eingelegt. Status: IN_STOCK; Logistik: FROZEN_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-A-0145","MACKEREL","Georgia|Tobias","Deutsche See – Fisch und Meeresfrüchte","https://www.deutschesee.de/shop/","Deutsche See – Makrele TK","https://www.deutschesee.de/shop/makrele-tk-87586.html","Die aktuell verfügbare Makrele ist ausgenommen, mit Kopf und Haut tiefgefroren; sie belegt ausdrücklich die unveredelte Kochform statt Räucherware. Status: IN_STOCK; Logistik: FROZEN_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-A-0163","MONKFISH","Georgia|Tobias","Deutsche See – Fisch und Meeresfrüchte","https://www.deutschesee.de/shop/","Deutsche See – Seeteufel handfiletierte Portionen TK","https://www.deutschesee.de/shop/seeteufel-handfiletierte-portionen-tk-83437.html","Deutsche See verkauft verfügbare handfiletierte Seeteufelportionen tiefgekühlt; der nahezu grätenfreie Filetzuschnitt trifft die maßgebliche Fleischform. Status: IN_STOCK; Logistik: FROZEN_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0014","NORTHERN_PRAWN","Georgia","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Köser – Cocktail-Krabben Pandalus borealis","https://www.koeser.com/Krustentiere/Cocktail-Krabben","Köser weist seine sofort verfügbaren Cocktail-Krabben als Pandalus borealis aus; sie sind gekocht, einzeln schockgefrostet und werden ohne Unterbrechung der Kühlkette in Trockeneis geliefert. Status: IN_STOCK; Logistik: FROZEN_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0015","NORTHERN_PRAWN","Tobias","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Köser – Cocktail-Krabben Pandalus borealis","https://www.koeser.com/Krustentiere/Cocktail-Krabben","Köser weist seine sofort verfügbaren Cocktail-Krabben als Pandalus borealis aus; sie sind gekocht, einzeln schockgefrostet und werden ohne Unterbrechung der Kühlkette in Trockeneis geliefert. Status: IN_STOCK; Logistik: FROZEN_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0018","OCTOPUS","Georgia","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – Mini Pulpo Octopus TK","https://www.deutschesee.de/shop/mini-pulpo-octopus-86364.html","Die Produktseite bietet Mini-Pulpo als rohen, geputzten und einzeln entnehmbaren Oktopus tiefgekühlt an; der Artikel ist aktuell verfügbar. Status: IN_STOCK; Logistik: FROZEN_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0019","OCTOPUS","Tobias","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – Mini Pulpo Octopus TK","https://www.deutschesee.de/shop/mini-pulpo-octopus-86364.html","Die Produktseite bietet Mini-Pulpo als rohen, geputzten und einzeln entnehmbaren Oktopus tiefgekühlt an; der Artikel ist aktuell verfügbar. Status: IN_STOCK; Logistik: FROZEN_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0029","OYSTER","Georgia","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – Fines de Claire Austern","https://www.deutschesee.de/shop/fines-de-claire-austern-86357.html","Deutsche See kennzeichnet zwölf Fines-de-Claire-Austern aus Frankreich als frisch, lebend und aktuell verfügbar; die Schalenware wird gekühlt zugestellt. Status: IN_STOCK; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0030","OYSTER","Tobias","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – Fines de Claire Austern","https://www.deutschesee.de/shop/fines-de-claire-austern-86357.html","Deutsche See kennzeichnet zwölf Fines-de-Claire-Austern aus Frankreich als frisch, lebend und aktuell verfügbar; die Schalenware wird gekühlt zugestellt. Status: IN_STOCK; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0127","SALMON_ROE","Georgia","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – Keta-Wildlachs Kaviar 100 g","https://www.deutschesee.de/shop/keta-wildlachs-kaviar-100g-02016.html","Der verfügbare Keta-Wildlachs-Kaviar enthält große bernsteinfarbene Lachsrogeneier und wird gekühlt bei minus drei bis plus drei Grad Celsius geführt. Status: IN_STOCK; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0128","SALMON_ROE","Tobias","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – Keta-Wildlachs Kaviar 100 g","https://www.deutschesee.de/shop/keta-wildlachs-kaviar-100g-02016.html","Der verfügbare Keta-Wildlachs-Kaviar enthält große bernsteinfarbene Lachsrogeneier und wird gekühlt bei minus drei bis plus drei Grad Celsius geführt. Status: IN_STOCK; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0139","SCALLOPS","Georgia","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – Jakobsmuschelfleisch TK 200 g","https://www.deutschesee.de/shop/jakobsmuschelfleisch-tk-200g-85325.html","Deutsche See führt verfügbares Jakobsmuschelfleisch der Art Pecten maximus roh, ohne Rogen, glasiert und einzeln tiefgefroren. Status: IN_STOCK; Logistik: FROZEN_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0140","SCALLOPS","Tobias","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – Jakobsmuschelfleisch TK 200 g","https://www.deutschesee.de/shop/jakobsmuschelfleisch-tk-200g-85325.html","Deutsche See führt verfügbares Jakobsmuschelfleisch der Art Pecten maximus roh, ohne Rogen, glasiert und einzeln tiefgefroren. Status: IN_STOCK; Logistik: FROZEN_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0141","SEA_BASS","Georgia","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – frischer Wolfsbarsch","https://www.deutschesee.de/shop/wolfsbarsch-86485.html","Der aktuell verfügbare Wolfsbarsch kommt frisch als ganzer ausgenommener Fisch mit Haut und wird gekühlt zum gewählten Termin zugestellt. Status: IN_STOCK; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0142","SEA_BASS","Tobias","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – frischer Wolfsbarsch","https://www.deutschesee.de/shop/wolfsbarsch-86485.html","Der aktuell verfügbare Wolfsbarsch kommt frisch als ganzer ausgenommener Fisch mit Haut und wird gekühlt zum gewählten Termin zugestellt. Status: IN_STOCK; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0143","SEA_BREAM","Georgia","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – Dorade Royal handfiletierte Portionen TK","https://www.deutschesee.de/shop/dorade-royal-handfiletierte-portionen-tk-81033.html","Die verfügbare Dorade Royal liegt als handfiletierte geschuppte Portion mit Haut praktisch grätenfrei und tiefgekühlt vor. Status: IN_STOCK; Logistik: FROZEN_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0144","SEA_BREAM","Tobias","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – Dorade Royal handfiletierte Portionen TK","https://www.deutschesee.de/shop/dorade-royal-handfiletierte-portionen-tk-81033.html","Die verfügbare Dorade Royal liegt als handfiletierte geschuppte Portion mit Haut praktisch grätenfrei und tiefgekühlt vor. Status: IN_STOCK; Logistik: FROZEN_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0169","SOLE","Georgia","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – frische Seezunge","https://www.deutschesee.de/shop/seezunge-88589.html","Deutsche See bietet die echte Seezunge Solea solea aktuell verfügbar als frischen ganzen Plattfisch an und liefert sie gekühlt. Status: IN_STOCK; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0170","SOLE","Tobias","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – frische Seezunge","https://www.deutschesee.de/shop/seezunge-88589.html","Deutsche See bietet die echte Seezunge Solea solea aktuell verfügbar als frischen ganzen Plattfisch an und liefert sie gekühlt. Status: IN_STOCK; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0187","SWORDFISH","Georgia","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Send a Fish – frisches Schwertfischfilet","https://www.send-a-fish.de/schwertfischfilet-frisch","Send a Fish bietet frisches vakuumiertes Schwertfischfilet der Art Xiphias gladius in etwa 250-Gramm-Portionen mit Liefer- oder Wunschdatum an. Status: IN_STOCK; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0188","SWORDFISH","Tobias","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Send a Fish – frisches Schwertfischfilet","https://www.send-a-fish.de/schwertfischfilet-frisch","Send a Fish bietet frisches vakuumiertes Schwertfischfilet der Art Xiphias gladius in etwa 250-Gramm-Portionen mit Liefer- oder Wunschdatum an. Status: IN_STOCK; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0214","TROUT_ROE","Georgia","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – Forellen Kaviar","https://www.deutschesee.de/shop/forellen-kaviar-02041.html","Deutsche See führt Forellenrogen aktuell verfügbar als leuchtend orangefarbenes, vier bis fünf Millimeter großes, pasteurisiertes und gesalzenes Korn. Status: IN_STOCK; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0215","TROUT_ROE","Tobias","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – Forellen Kaviar","https://www.deutschesee.de/shop/forellen-kaviar-02041.html","Deutsche See führt Forellenrogen aktuell verfügbar als leuchtend orangefarbenes, vier bis fünf Millimeter großes, pasteurisiertes und gesalzenes Korn. Status: IN_STOCK; Logistik: CHILLED_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-N-0218","TUNA","Georgia","Deutsche See – fish and seafood direct shop","https://www.deutschesee.de/shop/fisch/","Deutsche See – Yellowfin-Thunfisch-Steak TK","https://www.deutschesee.de/shop/thunfisch-steak-88068.html","Das verfügbare Produkt ist ein naturbelassenes Yellowfin-Thunfisch-Steak ohne Haut, portioniert, glasiert und tiefgefroren; es belegt Kochware außerhalb der Dose. Status: IN_STOCK; Logistik: FROZEN_SHIPPING.","RESOLVED_VERIFIED"
"AV2N-A-0070","DUCK","Georgia|Tobias","Gourmet Versand – Enten, Gänse und Foie gras","https://www.gourmet-versand.com/de/cat543/enten-gaense-foie-gras-frisch-konserve-pasteten-im-teigmantel.html","GOURMET VERSAND – Entenbrust, roh, Masse","https://www.gourmet-versand.com/de/article30243/entenbrust-roh-masse-ca400-g.html","Die frühere Sammelkategorie wurde durch die aktuell bestellbare rohe Entenbrust mit Haut/Fettschicht ersetzt; sie erfüllt eine zulässige Entenfleischform und wird deutschlandweit tiefgekühlt versandt.","RESOLVED_VERIFIED"
"AV2N-A-0071","DUCK_BREAST","Georgia|Tobias","Gourmet Versand – Enten, Gänse und Foie gras","https://www.gourmet-versand.com/de/cat543/enten-gaense-foie-gras-frisch-konserve-pasteten-im-teigmantel.html","GOURMET VERSAND – Entenbrust, roh, Masse","https://www.gourmet-versand.com/de/article30243/entenbrust-roh-masse-ca400-g.html","Die Sammelkategorie wurde durch eine konkrete rohe Entenbrust mit Haut und Fettschicht ersetzt; Bestellbarkeit und deutschlandweiter Tiefkühlversand sind auf offiziellen Händlerseiten nachvollziehbar.","RESOLVED_VERIFIED"
"AV2N-A-0072","DUCK_CONFIT","Georgia|Tobias","Gourmet Versand – Enten, Gänse und Foie gras","https://www.gourmet-versand.com/de/cat543/enten-gaense-foie-gras-frisch-konserve-pasteten-im-teigmantel.html","GOURMET VERSAND – Entenkeulen Confit, 4 Keulen, Rougie","https://www.gourmet-versand.com/de/article1498/entenkeulen-confit-4-keulen-rougie-1-35-kg.html","Die Sammelkategorie wurde durch eine konkrete, aktuell bestellbare Dose mit vier in Entenfett confierten Keulen ersetzt; die Produktseite weist ungekühlten Versand aus.","RESOLVED_VERIFIED"
"AV2N-A-0074","DUCK_FAT","Georgia|Tobias","Gourmet Versand – Enten, Gänse und Foie gras","https://www.gourmet-versand.com/de/cat543/enten-gaense-foie-gras-frisch-konserve-pasteten-im-teigmantel.html","GOURMET VERSAND – Entenschmalz, leicht gesalzen, Rougie","https://www.gourmet-versand.com/de/article1490/entenschmalz-leicht-gesalzen-rougie-320-g.html","Die unspezifische Enten-/Gänsekategorie wurde durch ein aktuell bestellbares 320-g-Glas Entenschmalz ersetzt; die offizielle Seite bestätigt die ungekühlte Versandform.","RESOLVED_VERIFIED"
"AV2N-A-0075","DUCK_LEG","Georgia|Tobias","Gourmet Versand – Enten, Gänse und Foie gras","https://www.gourmet-versand.com/de/cat543/enten-gaense-foie-gras-frisch-konserve-pasteten-im-teigmantel.html","Heine Delikatessen – Französische Barbarie-Entenkeule, roh","https://heine-delikatessen.de/Franzoesische-Barbarie-Entenkeule-ungewuerzt-roh-mit-Haut-300-400-g/100867","Die allgemeine Sammelseite wurde durch eine konkrete rohe Entenkeule mit Haut ersetzt; Produktform, aktuelle Bestellbarkeit und Tiefkühllogistik sind formgenau ausgewiesen.","RESOLVED_VERIFIED"
"AV2N-A-0078","EDAMAME","Georgia|Tobias","Asia4Friends – Gemüse","https://asia4friends.de/gemuese","REWE Bio – Edamame 500 g","https://www.rewe.de/shop/p/rewe-bio-edamame-500g/9885808","Die formfremde Asia4Friends-Gemüsesammelseite wurde durch die exakte REWE-Bio-Edamame-Produktseite ersetzt; der standortabhängige Filialweg bleibt korrekt PLANNED.","RESOLVED_VERIFIED"
"AV2N-A-0095","FOIE_GRAS","Georgia|Tobias","Gourmet Versand – Enten, Gänse und Foie gras","https://www.gourmet-versand.com/de/cat543/enten-gaense-foie-gras-frisch-konserve-pasteten-im-teigmantel.html","GOURMET VERSAND – Entenstopfleber Entier, 100% Foie Gras, Rougie","https://www.gourmet-versand.com/de/article1527/entenstopfleber-entier-100-prozent-foie-gras-rougie-180-g.html","Die breite Sammelkategorie wurde durch eine konkrete ganze 100-Prozent-Enten-Foie-gras ersetzt; Bestellbarkeit, Kühltemperatur und Deutschlandversand sind nachvollziehbar.","RESOLVED_VERIFIED"
"AV2N-A-0105","GOOSE","Georgia|Tobias","Gourmet Versand – Enten, Gänse und Foie gras","https://www.gourmet-versand.com/de/cat543/enten-gaense-foie-gras-frisch-konserve-pasteten-im-teigmantel.html","Gourmetfleisch.de – Gourmet Gänsebrust HKL-A","https://www.gourmetfleisch.de/gefluegel/gourmet-gaensebrust-hkl-a.html","Die unpassende Gourmet-Versand-Sammelkategorie wurde durch eine aktuell verfügbare Gänsebrust mit Haut ersetzt; konkrete Produktform und Tiefkühlversand sind ausgewiesen.","RESOLVED_VERIFIED"
