concept_code,person,observed_route_category,required_route_focus,audit_reason,audit_status
CASHEW_BUTTER,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Brotaufstrich-/Nussmusregal fuer Cashewmus,"CASHEW_BUTTER wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
CAYENNE_PEPPER,Georgia,Obst-/Gemuesebereich,Gewuerzregal fuer Cayennepfeffer,CAYENNE_PEPPER wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
CAYENNE_PEPPER,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Gewuerzregal fuer Cayennepfeffer,"CAYENNE_PEPPER wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
CHAMPIGNON,Georgia,Fleischtheke/Metzgereisortiment,Obst-/Gemuesebereich bzw. Pilzsortiment fuer frische Champignons,CHAMPIGNON wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
CHAMPIGNON,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Obst-/Gemuesebereich bzw. Pilzsortiment fuer frische Champignons,"CHAMPIGNON wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
CHAMPIGNONS,Georgia,Fleischtheke/Metzgereisortiment,Obst-/Gemuesebereich bzw. Pilzsortiment fuer frische Champignons,CHAMPIGNONS wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
CHAMPIGNONS,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Obst-/Gemuesebereich bzw. Pilzsortiment fuer frische Champignons,"CHAMPIGNONS wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
CHICKEN_STOCK,Georgia,Fleischtheke/Metzgereisortiment,Bruehen-/Suppenregal fuer Huehnerfond oder Huehnerbruehe,CHICKEN_STOCK wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
CHICKEN_STOCK,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Bruehen-/Suppenregal fuer Huehnerfond oder Huehnerbruehe,"CHICKEN_STOCK wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
CHICKPEAS,Georgia,SEPARATE_OPEN_FORM_CONTROL,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Kichererbsen mit nussigem Geschmack und mehlig-cremiger Textur; getrocknet oder vorgegart verwendbar.,CHICKPEAS wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
CHICKPEAS,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Kichererbsen mit nussigem Geschmack und mehlig-cremiger Textur; getrocknet oder vorgegart verwendbar.,"CHICKPEAS wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
CHILI_CONDIMENTS,Georgia,Obst-/Gemuesebereich,Wuerzsaucen-/Gewuerzregal passend zur konkreten Chili-Zubereitung,CHILI_CONDIMENTS wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
CHILI_CONDIMENTS,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Wuerzsaucen-/Gewuerzregal passend zur konkreten Chili-Zubereitung,"CHILI_CONDIMENTS wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
CHILI_CRISP,Georgia,Obst-/Gemuesebereich,Asia-/Wuerzsaucenregal fuer Chili-Crisp,CHILI_CRISP wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
CHILI_CRISP,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Asia-/Wuerzsaucenregal fuer Chili-Crisp,"CHILI_CRISP wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
CHILI_FLAKES,Georgia,Obst-/Gemuesebereich,Gewuerzregal fuer getrocknete Chiliflocken,CHILI_FLAKES wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
CHILI_FLAKES,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Gewuerzregal fuer getrocknete Chiliflocken,"CHILI_FLAKES wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
CHILI_OIL,Georgia,Obst-/Gemuesebereich,Oel-/Wuerzsaucenregal fuer Chilioel,CHILI_OIL wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
CHILI_OIL,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Oel-/Wuerzsaucenregal fuer Chilioel,"CHILI_OIL wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
CHILI_POWDER,Georgia,Obst-/Gemuesebereich,Gewuerzregal fuer Chilipulver,CHILI_POWDER wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
CHILI_POWDER,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Gewuerzregal fuer Chilipulver,"CHILI_POWDER wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
CHIPOTLE,Georgia,Obst-/Gemuesebereich,Internationales Gewuerz-/Konservenregal passend zur konkreten geraeucherten Chili-Form,CHIPOTLE wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
CHIPOTLE,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Internationales Gewuerz-/Konservenregal passend zur konkreten geraeucherten Chili-Form,"CHIPOTLE wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
CLOVES,Georgia,SEPARATE_OPEN_FORM_CONTROL,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Getrocknete Blütenknospen mit sehr intensivem warm-süßlichem Aroma; ganz oder gemahlen sparsam verwenden.,CLOVES wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
CLOVES,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Getrocknete Blütenknospen mit sehr intensivem warm-süßlichem Aroma; ganz oder gemahlen sparsam verwenden.,"CLOVES wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
COCONUT_CREAM,Georgia,Molkerei-/Kaesebereich,Internationales/Konservenregal fuer Kokoscreme,COCONUT_CREAM wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
COCONUT_CREAM,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Internationales/Konservenregal fuer Kokoscreme,"COCONUT_CREAM wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
COCONUT_FLAKES,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Getrocknete Kokosraspeln oder -chips, bevorzugt ungesüßt; nicht frisches Kokosfleisch.",COCONUT_FLAKES wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
COCONUT_FLAKES,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Getrocknete Kokosraspeln oder -chips, bevorzugt ungesüßt; nicht frisches Kokosfleisch.","COCONUT_FLAKES wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
COCONUT_MILK,Georgia,Molkerei-/Kaesebereich,Internationales/Konservenregal fuer Kokosmilch,COCONUT_MILK wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
COCONUT_MILK,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Internationales/Konservenregal fuer Kokosmilch,"COCONUT_MILK wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
COCONUT_WATER,Georgia,Nuss-/Trockenwarenregal,Getraenkeregal fuer Kokoswasser,COCONUT_WATER wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
COCONUT_WATER,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Getraenkeregal fuer Kokoswasser,"COCONUT_WATER wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
CORN,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Mais als Körnerprodukt, frisch, tiefgekühlt oder schlicht konserviert; Mehl, Stärke und Polenta sind getrennte Formen.",CORN wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
CORN,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Mais als Körnerprodukt, frisch, tiefgekühlt oder schlicht konserviert; Mehl, Stärke und Polenta sind getrennte Formen.","CORN wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
CRANBERRY,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Herb-saure Cranberry; frisch, ungesüßt tiefgekühlt oder getrocknet verwendbar, wobei Trockenware oft gesüßt ist.",CRANBERRY wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
CRANBERRY,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Herb-saure Cranberry; frisch, ungesüßt tiefgekühlt oder getrocknet verwendbar, wobei Trockenware oft gesüßt ist.","CRANBERRY wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
CREAM_CHEESE,Georgia,SEPARATE_OPEN_FORM_CONTROL,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Ungereifter streichfähiger Frischkäse mit mild-säuerlichem Geschmack; natur oder neutral gewürzt verwendbar.,CREAM_CHEESE wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
CREAM_CHEESE,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Ungereifter streichfähiger Frischkäse mit mild-säuerlichem Geschmack; natur oder neutral gewürzt verwendbar.,"CREAM_CHEESE wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
CURED_MEAT,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Offene Familie gepökelter, getrockneter oder vergleichbar gereifter Fleischprodukte; Tierart und Produktform bleiben offen.",CURED_MEAT wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
CURED_MEAT,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Offene Familie gepökelter, getrockneter oder vergleichbar gereifter Fleischprodukte; Tierart und Produktform bleiben offen.","CURED_MEAT wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
DAIKON,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Großer milder weißer Rettich ostasiatischer Sorten; roh, gegart oder eingelegt verwendbar.",DAIKON wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
DAIKON,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Großer milder weißer Rettich ostasiatischer Sorten; roh, gegart oder eingelegt verwendbar.","DAIKON wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
DASHI,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Japanischer klarer Würzfond, typischerweise auf Kombu und/oder Bonitoflocken; Instant- und frisch angesetzte Varianten sind umfasst.",DASHI wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
DASHI,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Japanischer klarer Würzfond, typischerweise auf Kombu und/oder Bonitoflocken; Instant- und frisch angesetzte Varianten sind umfasst.","DASHI wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
DATE,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Dattel mit dichtem, karamellig-süßem Fruchtfleisch; frisch oder getrocknet verwendbar.",DATE wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
DATE,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Dattel mit dichtem, karamellig-süßem Fruchtfleisch; frisch oder getrocknet verwendbar.","DATE wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
DRIED_CHILI,Georgia,Obst-/Gemuesebereich,Gewuerz-/Trockenwarenregal fuer getrocknete Chilis,DRIED_CHILI wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
DRIED_CHILI,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Gewuerz-/Trockenwarenregal fuer getrocknete Chilis,"DRIED_CHILI wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
DRIED_WILD_MUSHROOMS,Georgia,Obst-/Gemuesebereich,Trockenwaren-/Feinkostregal fuer getrocknete Wildpilze,DRIED_WILD_MUSHROOMS wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
DRIED_WILD_MUSHROOMS,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Trockenwaren-/Feinkostregal fuer getrocknete Wildpilze,"DRIED_WILD_MUSHROOMS wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
EEL,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Aal als fettreicher Fisch mit festem Fleisch; frisch, geräuchert oder anderweitig verarbeitet nur bei entsprechender Produktwahl.",EEL wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
EEL,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Aal als fettreicher Fisch mit festem Fleisch; frisch, geräuchert oder anderweitig verarbeitet nur bei entsprechender Produktwahl.","EEL wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
ELDERBERRY,Georgia,Getraenke-/Weinregal,"Obst-/Gemuesebereich, Tiefkuehlung oder haltbare Beerenform; nicht Getraenk",ELDERBERRY wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
ELDERBERRY,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,"Obst-/Gemuesebereich, Tiefkuehlung oder haltbare Beerenform; nicht Getraenk","ELDERBERRY wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
FIG,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Feige mit weichem, samenreichem und honigartig süßem Fruchtfleisch; frisch oder ungesüßt getrocknet verwendbar.",FIG wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
FIG,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Feige mit weichem, samenreichem und honigartig süßem Fruchtfleisch; frisch oder ungesüßt getrocknet verwendbar.","FIG wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
FINGERROOT,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Fingerartige Rhizome von Boesenbergia rotunda mit erdig-zitrischem, leicht pfeffrig-kampferartigem Aroma; frisch, tiefgekühlt oder in Lake verwendbar. Nicht Ingwer oder Galgant.",FINGERROOT wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
FINGERROOT,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Fingerartige Rhizome von Boesenbergia rotunda mit erdig-zitrischem, leicht pfeffrig-kampferartigem Aroma; frisch, tiefgekühlt oder in Lake verwendbar. Nicht Ingwer oder Galgant.","FINGERROOT wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
FISH,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Offene Vorgabe für Speisefisch; Art, Fettgehalt, Zuschnitt und Frisch- oder Konservenform bleiben echte Auswahlentscheidungen.",FISH wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
FISH,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Offene Vorgabe für Speisefisch; Art, Fettgehalt, Zuschnitt und Frisch- oder Konservenform bleiben echte Auswahlentscheidungen.","FISH wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
FISH_MINT,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Frische Fischminzenblätter mit intensiv kräuterigem, zitrisch-fischigem Aroma; vor allem roh in Kräutertellern, Salaten und zu Fleisch- oder Suppengerichten. Trotz des Namens keine Minzart.",FISH_MINT wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
FISH_MINT,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Frische Fischminzenblätter mit intensiv kräuterigem, zitrisch-fischigem Aroma; vor allem roh in Kräutertellern, Salaten und zu Fleisch- oder Suppengerichten. Trotz des Namens keine Minzart.","FISH_MINT wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
FISH_SAUCE,Georgia,Fischtheke/-kuehlung,Asia-/Wuerzsaucenregal fuer abgefuellte Fischsauce,FISH_SAUCE wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
FISH_SAUCE,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Asia-/Wuerzsaucenregal fuer abgefuellte Fischsauce,"FISH_SAUCE wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
FISH_STOCK,Georgia,Fischtheke/-kuehlung,Bruehen-/Suppenregal fuer Fischfond oder Fischbruehe,FISH_STOCK wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
FISH_STOCK,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Bruehen-/Suppenregal fuer Fischfond oder Fischbruehe,"FISH_STOCK wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
FLATBREAD,Georgia,Trockensortiment/Reis-Mehl-Nudeln,"Brotregal, Backstation oder einschlaegige Baeckereitheke fuer fertiges Fladenbrot",Die zuerst genannte Warengruppe passte nicht zur kuratierten verzehrfertigen Brotform; die finale Notiz fuehrt den konkreten Brotweg.,ROUTE_VERIFIED
FRESH_DAIRY_PRODUCTS,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Offene Vorgabe für frische, nicht gereifte Milchprodukte wie Milch, Sahne oder Frischkäse.",FRESH_DAIRY_PRODUCTS wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
FRESH_DAIRY_PRODUCTS,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Offene Vorgabe für frische, nicht gereifte Milchprodukte wie Milch, Sahne oder Frischkäse.","FRESH_DAIRY_PRODUCTS wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
FRIED_ONIONS,Georgia,Obst-/Gemuesebereich,Trockenwaren-/Toppingregal fuer Roestzwiebeln,FRIED_ONIONS wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
