"evidence_id","checked_on","concept_code","product_form","market_scope","market_breadth","person_relevance","supported_rating","evidence_role","source_name","url","availability_status","shipping_scope","logistics","search_terms","finding","limitations"
"AV2E-094","2026-09-04","RAKFISK","Rakfisk: Professionell hergestellter, gesalzener und fermentierter Süßwasserfisch nach Rakfisk-Art.","GERMANY_EU","NO_REAL_ROUTE","Georgia|Tobias","UNAVAILABLE","ANCHOR_APPROVAL","availability-reference-anchors-v2-20260904.csv + availability-reference-anchor-decisions-v2-20260904.csv (AV2-083)","","PERSONALLY_CONFIRMED","Georgia: Bornheim/Köln/Düsseldorf und Deutschland/EU; Tobias: Rostock und Deutschland/EU","IMPORT_RESTRICTION|NOT_APPLICABLE","Rakfisk Professionell hergestellter, gesalzener und fermentierter Süßwasserfisch nach Rakfisk-Art Georgia Bornheim Köln Düsseldorf Tobias Rostock UNAVAILABLE Marktbreite Produktform Beschaffung","Die menschliche v2-Ankerfreigabe bestätigt UNAVAILABLE für Rakfisk in Bezug auf Georgia|Tobias; Kerngrund: Kein realistischer wiederholbarer deutscher/EU-Weg innerhalb des normalen Vorlaufs; gekühlte Herkunftslandware reicht nicht.","Redaktionelle Ankerfreigabe für Georgia|Tobias, keine Händler- oder Live-Bestandsprüfung; die exakte Form „Professionell hergestellter, gesalzener und fermentierter Süßwasserfisch nach Rakfisk-Art.“ ist bei nachgelagerter Marktevidenz gesondert zu prüfen."
"AV2N-A-0001","2026-09-04","AJWAIN","Kräftig thymianartig schmeckende Samenfrucht, die meist sparsam und häufig angeröstet als Gewürz verwendet wird.","GERMANY","SPECIALTY_BROAD","Georgia|Tobias","SPECIALTY","MARKET_BREADTH","Sairas – TRS Ajwain Seeds","https://www.sairas.de/products/trs-ajwain-seeds-300g","REGULAR_RANGE","GERMANY","STANDARD_SHIPPING","Ajwain Kräftig thymianartig schmeckende Samenfrucht, die meist sparsam und häufig angeröstet als Gewürz verwendet wird. kaufen Deutschland Georgia Tobias Bestand Versand","Sairas – TRS Ajwain Seeds führt TRS-Ajwainsamen als konkrete Gewürzware; die Quelle passt damit zu Ajwain in der festgelegten Form „Kräftig thymianartig schmeckende Samenfrucht, die meist sparsam und häufig angeröstet als Gewürz verwendet wird.“. Erste Direktdomain für AJWAIN: Der Befund ist dem breiten einschlägigen Spezialmarkt für Georgia|Tobias zugeordnet; Quellenbegrenzungen bleiben ausdrücklich sichtbar.","Momentaufnahme vom 2026-09-04; keine repräsentative Vollerhebung aller deutschen Händler."
"AV2N-A-0002","2026-09-04","AJWAIN","Kräftig thymianartig schmeckende Samenfrucht, die meist sparsam und häufig angeröstet als Gewürz verwendet wird.","GERMANY","SPECIALTY_BROAD","Georgia|Tobias","SPECIALTY","MARKET_BREADTH","AsianBrand – Ajwain/Ajowan","https://asianbrand.de/products/ajwain-ajowan-koenigskuemmel-trs-100g","REGULAR_RANGE","GERMANY","STANDARD_SHIPPING","Ajwain Kräftig thymianartig schmeckende Samenfrucht, die meist sparsam und häufig angeröstet als Gewürz verwendet wird. kaufen Deutschland Georgia Tobias Bestand Versand","AsianBrand – Ajwain/Ajowan führt Ajwain/Ajowan in 100-g-Packung; die Quelle passt damit zu Ajwain in der festgelegten Form „Kräftig thymianartig schmeckende Samenfrucht, die meist sparsam und häufig angeröstet als Gewürz verwendet wird.“. Zweite unabhängige Direktdomain für AJWAIN: Der Befund ist dem breiten einschlägigen Spezialmarkt für Georgia|Tobias zugeordnet; Quellenbegrenzungen bleiben ausdrücklich sichtbar.","Momentaufnahme vom 2026-09-04; keine repräsentative Vollerhebung aller deutschen Händler."
"AV2N-A-0003","2026-09-04","ANCHO_CHILI","Getrocknete reife Poblano-Chili mit milder Schärfe und fruchtig-rosinigem Aroma; nicht die frische grüne Poblano.","GERMANY","SPECIALTY_BROAD","Georgia|Tobias","SPECIALTY","MARKET_BREADTH","MTG Gewürze – Ancho Chili","https://mtg-gewuerze.de/ancho-chili-50g.html","REGULAR_RANGE","GERMANY","STANDARD_SHIPPING","Ancho-Chili Getrocknete reife Poblano-Chili mit milder Schärfe und fruchtig-rosinigem Aroma; nicht die frische grüne Poblano. kaufen Deutschland Georgia Tobias Bestand Versand","MTG Gewürze – Ancho Chili führt getrocknete Ancho-Chili in 50-g-Packung; die Quelle passt damit zu Ancho-Chili in der festgelegten Form „Getrocknete reife Poblano-Chili mit milder Schärfe und fruchtig-rosinigem Aroma; nicht die frische grüne Poblano.“. Erste Direktdomain für ANCHO_CHILI: Der Befund ist dem breiten einschlägigen Spezialmarkt für Georgia|Tobias zugeordnet; Quellenbegrenzungen bleiben ausdrücklich sichtbar.","Momentaufnahme vom 2026-09-04; keine repräsentative Vollerhebung aller deutschen Händler."
"AV2N-A-0004","2026-09-04","ANCHO_CHILI","Getrocknete reife Poblano-Chili mit milder Schärfe und fruchtig-rosinigem Aroma; nicht die frische grüne Poblano.","GERMANY","SPECIALTY_BROAD","Georgia|Tobias","SPECIALTY","MARKET_BREADTH","Hola Mexico – mexikanischer Fachhandel","https://www.holamexico.de/","VARIABLE_STOCK","GERMANY","STANDARD_SHIPPING","Ancho-Chili Getrocknete reife Poblano-Chili mit milder Schärfe und fruchtig-rosinigem Aroma; nicht die frische grüne Poblano. kaufen Deutschland Georgia Tobias Bestand Versand","Hola Mexico – mexikanischer Fachhandel führt mexikanisches Trockenchili-Sortiment; die Quelle passt damit zu Ancho-Chili in der festgelegten Form „Getrocknete reife Poblano-Chili mit milder Schärfe und fruchtig-rosinigem Aroma; nicht die frische grüne Poblano.“. Zweite unabhängige Direktdomain für ANCHO_CHILI: Der Befund ist dem breiten einschlägigen Spezialmarkt für Georgia|Tobias zugeordnet; Quellenbegrenzungen bleiben ausdrücklich sichtbar.","Nur Sortimentsebene; exakte Ancho-Seite im Abruf nicht stabil auffindbar. Momentaufnahme vom 2026-09-04; keine repräsentative Vollerhebung aller deutschen Händler."
"AV2N-A-0005","2026-09-04","ANNATTO","Samen des Achiote-Strauchs, die Speisen orange-rot färben und mild erdig-pfeffrig würzen; ganz oder gemahlen verwendbar.","GERMANY","SPECIALTY_BROAD","Georgia|Tobias","SPECIALTY","MARKET_BREADTH","My Asia Shop – Annatto Samen","https://www.my-asia-shop.de/p/annatto-samen-vietnam-100g","REGULAR_RANGE","GERMANY","STANDARD_SHIPPING","Annatto Samen des Achiote-Strauchs, die Speisen orange-rot färben und mild erdig-pfeffrig würzen; ganz oder gemahlen verwendbar. kaufen Deutschland Georgia Tobias Bestand Versand","My Asia Shop – Annatto Samen führt Annattosamen aus Vietnam, 100 g; die Quelle passt damit zu Annatto in der festgelegten Form „Samen des Achiote-Strauchs, die Speisen orange-rot färben und mild erdig-pfeffrig würzen; ganz oder gemahlen verwendbar.“. Erste Direktdomain für ANNATTO: Der Befund ist dem breiten einschlägigen Spezialmarkt für Georgia|Tobias zugeordnet; Quellenbegrenzungen bleiben ausdrücklich sichtbar.","Momentaufnahme vom 2026-09-04; keine repräsentative Vollerhebung aller deutschen Händler."
"AV2N-A-0006","2026-09-04","ANNATTO","Samen des Achiote-Strauchs, die Speisen orange-rot färben und mild erdig-pfeffrig würzen; ganz oder gemahlen verwendbar.","GERMANY","SPECIALTY_BROAD","Georgia|Tobias","SPECIALTY","MARKET_BREADTH","Asia4Friends – Gewürze","https://asia4friends.de/gewuerze","REGULAR_RANGE","GERMANY","STANDARD_SHIPPING","Annatto Samen des Achiote-Strauchs, die Speisen orange-rot färben und mild erdig-pfeffrig würzen; ganz oder gemahlen verwendbar. kaufen Deutschland Georgia Tobias Bestand Versand","Asia4Friends – Gewürze führt mehrere Annatto-Angebote in der Gewürzkategorie; die Quelle passt damit zu Annatto in der festgelegten Form „Samen des Achiote-Strauchs, die Speisen orange-rot färben und mild erdig-pfeffrig würzen; ganz oder gemahlen verwendbar.“. Zweite unabhängige Direktdomain für ANNATTO: Der Befund ist dem breiten einschlägigen Spezialmarkt für Georgia|Tobias zugeordnet; Quellenbegrenzungen bleiben ausdrücklich sichtbar.","Momentaufnahme vom 2026-09-04; keine repräsentative Vollerhebung aller deutschen Händler."
"AV2N-A-0007","2026-09-04","AQUAVIT","Mit Kümmel, Dill oder anderen Gewürzen aromatisierte skandinavische Spirituose, die sich auch zum Würzen beim Kochen eignet; nicht auf eine Marke oder ein nationales Rezept beschränkt.","GERMANY","GENERAL_BROAD","Georgia|Tobias","PLANNED","EXACT_ROUTE","Conalco – O.P. Anderson Aquavit Dill Bio","https://www.conalco.de/o.p.-anderson-aquavit-klar-bio-1-liter-40-vol","IN_STOCK","Germany-wide shipping subject to age controls","STANDARD_SHIPPING","O.P. Anderson Aquavit Dill Bio Kümmel Dill Conalco Lagerbestand Deutschland Versand","Die offizielle Produktseite führt den schwedischen Aquavit mit Dill- und Kümmelprofil am 2026-09-04 mit 20 Flaschen Lagerbestand und 1–3 Tagen Lieferzeit. Der deutsche Standardversand bildet für Georgia und Tobias einen planbaren, markenunabhängig austauschbaren Aquavit-Weg.","Momentaufnahme eines konkreten Aquavits; andere nationale Rezepturen bleiben wählbar. Altersprüfung und veränderlicher Einzelbestand sind vor Bestellung zu beachten; kein lokaler Bornheimer oder Rostocker Regalbestand wird behauptet."
"AV2N-A-0008","2026-09-04","ARTICHOKE","Essbare Blütenknospe mit fleischigem Boden und herb-nussigem Geschmack; frisch oder schlicht konserviert verwendbar.","GERMANY","GENERAL_BROAD","Georgia|Tobias","PLANNED","EXACT_ROUTE","REWE - Beste Wahl ganze Artischockenherzen in Lake","https://www.rewe.de/shop/p/rewe-beste-wahl-artischocken-ganze-herzen-165g/704320","VARIABLE_STOCK","REWE market-dependent delivery or pickup in Germany","STANDARD_LOCAL","ARTICHOKE Essbare Blütenknospe mit fleischigem Boden und herb-nussigem Geschmack; frisch oder schlicht konserviert verwendbar. REWE - Beste Wahl ganze Artischockenherzen in Lake Bestand Versand Produktform 2026-09-04","Die REWE-Produktseite weist ganze Artischockenherzen in Lake aus Artischocken, Wasser und Salz aus; damit ist die zugelassene schlicht konservierte Form im allgemeinen Vollsortiment standortbezogen bestellbar.","Der konkrete Preis und Bestand erscheinen erst nach Marktwahl; der Beleg garantiert keinen einzelnen Filialbestand."
"AV2N-A-0009","2026-09-04","BANANA_KETCHUP","Filipinische süß-säuerliche Würzsauce auf Bananenbasis, typischerweise tomatenketchupähnlich gewürzt und gefärbt.","GERMANY","SPECIALTY_BROAD","Georgia|Tobias","SPECIALTY","MARKET_BREADTH","PinoyFood – UFC Banana Sauce Sweet & Spicy","https://pinoyfood.de/shop/saucen-essig-vinegar/ufc-banana-sauce-sweetspicy-320g/","IN_STOCK","GERMANY","STANDARD_SHIPPING","Bananenketchup Filipinische süß-säuerliche Würzsauce auf Bananenbasis, typischerweise tomatenketchupähnlich gewürzt und gefärbt. kaufen Deutschland Georgia Tobias Bestand Versand","PinoyFood listet UFC Banana Ketchup als philippinische 320-g-Sauce mit 125 Stück sichtbarem Bestand und direkter deutscher Bestellmöglichkeit. Erste Direktdomain für BANANA_KETCHUP: Der Befund ist dem breiten einschlägigen Spezialmarkt für Georgia|Tobias zugeordnet; Quellenbegrenzungen bleiben ausdrücklich sichtbar.","Die Seite belegt eine haltbare philippinische Originalproduktform; Einzelbestand bleibt eine Momentaufnahme vom 2026-09-04."
"AV2N-A-0010","2026-09-04","BANANA_KETCHUP","Filipinische süß-säuerliche Würzsauce auf Bananenbasis, typischerweise tomatenketchupähnlich gewürzt und gefärbt.","GERMANY","SPECIALTY_BROAD","Georgia|Tobias","SPECIALTY","MARKET_BREADTH","Asia Foodstore – UFC Banana Sauce","https://asia-foodstore.de/ufc-banana-sauce-320g","IN_STOCK","GERMANY","STANDARD_SHIPPING","Bananenketchup Filipinische süß-säuerliche Würzsauce auf Bananenbasis, typischerweise tomatenketchupähnlich gewürzt und gefärbt. kaufen Deutschland Georgia Tobias Bestand Versand","Asia Foodstore listet UFC Banana Sauce 320 g als philippinischen Bananenketchup, sofort verfügbar mit 2–4 Werktagen Deutschland-Lieferzeit. Zweite unabhängige Direktdomain für BANANA_KETCHUP: Der Befund ist dem breiten einschlägigen Spezialmarkt für Georgia|Tobias zugeordnet; Quellenbegrenzungen bleiben ausdrücklich sichtbar.","Unabhängige zweite deutsche Fachhandelsdomain; Einzelbestand bleibt eine Momentaufnahme vom 2026-09-04."
"AV2N-A-0011","2026-09-04","BEEF_CHEEK","Stark beanspruchtes, kollagenreiches Muskelfleisch aus der Rinderbacke; wird durch langes Schmoren zart.","GERMANY","GENERAL_BROAD","Georgia|Tobias","PLANNED","EXACT_ROUTE","MeinMetzger – Irische Ochsenbäckchen / Rinderbäckchen","https://meinmetzger.de/index.php/irische-ochsenbaeckchen-rinderbaeckchen.html","IN_STOCK","GERMANY","CHILLED_SHIPPING","Irische Ochsenbäckchen Rinderbäckchen frisch vakuumiert Schmoren MeinMetzger Premium-Frischeversand Deutschland Georgia|Tobias","Die Produktseite zeigt frische vakuumverpackte Rinderbäckchen in wählbaren Gewichten, mit Preis, Warenkorb und Eignung zum Schmoren. Die Route stützt PLANNED für Georgia|Tobias ohne Kultur- oder Nischenimportabhängigkeit.","Bestellbarkeit und Gewichtsvarianten wurden am 2026-09-04 geprüft; Bestand und Liefertermin können wechseln, der Deutschlandversand erfolgt als Premium-Frischeversand."
"AV2N-A-0012","2026-09-04","BEEF_HEART","Mageres, festes Muskelfleisch vom Rinderherz mit kräftigem Eigengeschmack; nicht mit Lebertextur gleichsetzen.","GERMANY","GENERAL_BROAD","Georgia|Tobias","PLANNED","EXACT_ROUTE","MeinMetzger – Rinderherz, kaum Kranzfett","https://meinmetzger.de/index.php/rinderherz-kaum-kranzfett.html","IN_STOCK","GERMANY","CHILLED_SHIPPING","Rinderherz kaum Kranzfett entfettet MeinMetzger Preis Warenkorb Premium-Frischeversand Georgia|Tobias","Die Produktseite führt entfettetes Rinderherz mit kaum Kranzfett als aktuell bepreiste und bestellbare Herzform. Die Route stützt PLANNED für Georgia|Tobias ohne Kultur- oder Nischenimportabhängigkeit.","Die aktuelle Bestellbarkeit ist eine Momentaufnahme vom 2026-09-04; gekühlter Deutschlandversand und Liefertermin sind vor dem Einkauf erneut zu prüfen."
"AV2N-A-0013","2026-09-04","BEEF_LIVER","Rinderleber mit kräftigem, mineralischem Geschmack und weicher Textur; kurze Garung verhindert unnötige Trockenheit.","GERMANY","GENERAL_BROAD","Georgia|Tobias","PLANNED","EXACT_ROUTE","MeinMetzger – Rinderleber in Scheiben","https://meinmetzger.de/index.php/rinderleber-in-scheiben.html","IN_STOCK","GERMANY","CHILLED_SHIPPING","Rinderleber Scheiben MeinMetzger Preis Warenkorb gekühlt Deutschland Georgia|Tobias","Die konkrete Produktseite weist rohe Rinderleber bereits in Scheiben aus und bietet sie mit Preis im Warenkorb an. Die Route stützt PLANNED für Georgia|Tobias ohne Kultur- oder Nischenimportabhängigkeit.","Die Seite belegt die geschnittene Leberform am 2026-09-04; Gewicht, Bestand und Zustelltag können sich ändern."
"AV2N-A-0014","2026-09-04","BEEF_SHIN","Quergeschnittene Rinderhaxe mit Knochen und viel Kollagen; besonders für langsames Schmoren oder Brühen geeignet.","GERMANY","GENERAL_BROAD","Georgia|Tobias","PLANNED","EXACT_ROUTE","MeinMetzger – Beinscheibe vom Rind","https://meinmetzger.de/index.php/beinscheibe-vom-rind.html","IN_STOCK","GERMANY","CHILLED_SHIPPING","Beinscheibe Rind vollfleischig drei Zentimeter Scheiben MeinMetzger Kühlversand Georgia|Tobias","MeinMetzger zeigt vollfleischige Rinderbeinscheiben von etwa drei Zentimetern Stärke mit Preis und direkter Bestellmöglichkeit. Die Route stützt PLANNED für Georgia|Tobias ohne Kultur- oder Nischenimportabhängigkeit.","Die bestellbare Scheibengröße wurde am 2026-09-04 geprüft; Naturgewicht und Liefertermin bleiben variabel."
"AV2N-A-0015","2026-09-04","BEEF_SHORT_RIBS","Fleischige kurze Rinderrippen mit Fett und Bindegewebe; für langsames Garen oder Barbecue geeignet.","GERMANY","GENERAL_BROAD","Georgia|Tobias","PLANNED","EXACT_ROUTE","REWE – Short Ribs","https://www.rewe.de/shop/p/short-ribs/8655897","REGULAR_RANGE","GERMANY","STANDARD_LOCAL","REWE Short Ribs Rind Servicetheke gekühlt Produktseite Standort Bestand Georgia|Tobias","Die offizielle REWE-Produktseite nennt ausdrücklich Short Ribs aus der Fleisch-Servicetheke und kennzeichnet die Rinderrippen als gekühlte Ware. Die Route stützt PLANNED für Georgia|Tobias ohne Kultur- oder Nischenimportabhängigkeit.","Preis und konkrete Verfügbarkeit hängen vom gewählten REWE-Standort ab; Georgia und Tobias müssen den lokalen Thekenbestand vorab prüfen."
"AV2N-A-0016","2026-09-04","BEEF_TONGUE","Rinderzunge als festes, nach langem Garen zartes Muskelfleisch; üblicherweise vor dem Servieren gehäutet.","GERMANY","GENERAL_BROAD","Georgia|Tobias","PLANNED","EXACT_ROUTE","MeinMetzger – Rinderzunge","https://meinmetzger.de/index.php/rinderzunge.html","IN_STOCK","GERMANY","CHILLED_SHIPPING","Rinderzunge gereinigt entfettet MeinMetzger Preis Warenkorb Premium-Frischeversand Georgia|Tobias","Die Produktseite bietet gereinigte und entfettete Rinderzunge in wählbaren Gewichten aktuell zum Kauf an. Die Route stützt PLANNED für Georgia|Tobias ohne Kultur- oder Nischenimportabhängigkeit.","Bestand, Naturgewicht und Liefertermin können nach dem Prüfdatum 2026-09-04 wechseln; die Ware kommt im Premium-Frischeversand."
"AV2N-A-0017","2026-09-05","BELACAN","Malaysische feste fermentierte Garnelenpaste mit sehr intensivem Aroma; meist geröstet und sparsam dosiert verwendet.","GERMANY","NICHE_IMPORT","Georgia|Tobias","DIFFICULT","ROUTE_LIMITATION","Asia Foodstore – Jeeny's Belachan Bakar 25 g","https://asia-foodstore.de/jeenys-garnelenpaste-trassie-in-block-25g","IN_STOCK","Deutschlandweiter Versand nach Bornheim und Rostock; 2–4 Werktage","STANDARD_SHIPPING","Belacan Belachan Bakar Garnelenpaste Block 25 g Deutschland Bestand","Die Produktseite führt einen festen malaysischen Jeeny's-Belacanblock aus fermentierten Garnelen als 25-g-Packung; am Prüftag war nur niedriger Bestand ausgewiesen.","Ein einzelner klein bevorrateter Importartikel belegt einen möglichen Versandweg, aber keinen breiten Spezialmarkt."
"AV2N-A-0018","2026-09-05","BELACAN","Malaysische feste fermentierte Garnelenpaste mit sehr intensivem Aroma; meist geröstet und sparsam dosiert verwendet.","GERMANY","NICHE_IMPORT","Georgia|Tobias","DIFFICULT","ROUTE_LIMITATION","Yoaxia – Jeeny's Trassie Belachan 250-g-Block","https://www.yoaxia.de/laender/indonesien/jeeny-s-shrimp-paste-trassie-250g-block-indonesischer-art-wuerztpaste-belachan_11625_7941","VARIABLE_STOCK","Deutschlandweiter Versand nach Bornheim und Rostock","STANDARD_SHIPPING","Jeeny's Shrimp Paste Trassie Belachan 250 g Block Deutschland kaufen","Die aktive Produktseite bezeichnet ausdrücklich einen 250-g-Block Trassie beziehungsweise Belachan und trifft damit die feste fermentierte Produktform.","Ein verlässliches Bestandszeichen fehlt; zudem stammt der Artikel aus demselben Jeeny's-Importumfeld wie AV2N-A-0017 und schafft keine unabhängige Marktbreite."
"AV2N-A-0019","2026-09-05","BERBERE","Äthiopisch-eritreische Gewürzmischung mit Chili und warmen Gewürzen; Zusammensetzung und Schärfe variieren.","GERMANY","GENERAL_BROAD","Georgia|Tobias","PLANNED","MARKET_BREADTH","Bremer Gewürzhandel – Berbere gemahlen","https://www.bremer-gewuerzhandel.de/artikel/berbere-afrikanische-gewuerzmischung-gemahlen","IN_STOCK","Deutschlandweiter Standardversand nach Bornheim und Rostock; 1–4 Werktage","STANDARD_SHIPPING","Berbere afrikanische Gewürzmischung gemahlen Deutschland Gewürzhandel","Der allgemeine deutsche Gewürzversender führt die äthiopisch-eritreische Mischung gemahlen und am Prüftag bestellbar.","Zusammensetzung und Schärfe bleiben herstellerabhängig; die trockene Standardform erfordert jedoch keine Import- oder Kühlroute."
"AV2N-A-0020","2026-09-05","BERBERE","Äthiopisch-eritreische Gewürzmischung mit Chili und warmen Gewürzen; Zusammensetzung und Schärfe variieren.","GERMANY","GENERAL_BROAD","Georgia|Tobias","PLANNED","MARKET_BREADTH","Pfeffersack & Soehne – Berbere","https://www.pfeffersackundsoehne.de/products/berbere","IN_STOCK","Deutschlandweiter Standardversand nach Bornheim und Rostock; 1–3 Werktage","STANDARD_SHIPPING","Berbere Gewürzmischung Nachfüllbeutel Pfeffersack Deutschland","Ein zweiter unabhängiger deutscher Gewürzhändler bietet Berbere als bestellbaren trockenen Nachfüllbeutel mit Standardversand an.","Das Keramikgefäß war zeitweise ausverkauft, der formgleiche Nachfüllbeutel blieb verfügbar; Rezepturvarianten sind konzeptgemäß zulässig."
"AV2N-A-0021","2026-09-04","BITTER_MELON","Herb-bitteres Fruchtgemüse mit warziger Oberfläche; auch Bittergurke oder Ampalaya genannt.","GERMANY","SPECIALTY_BROAD","Georgia|Tobias","SPECIALTY","MARKET_BREADTH","Asia Moin – Bitter Melone","https://asiamoin.com/produkt/bitter-melone/","IN_STOCK","GERMANY","FROZEN_SHIPPING","Bittermelone Herb-bitteres Fruchtgemüse mit warziger Oberfläche; auch Bittergurke oder Ampalaya genannt. kaufen Deutschland Georgia Tobias Bestand Versand","Asia Moin – Bitter Melone führt Bittermelone als konkrete Tiefkühlware mit 1–3 Tagen Lieferzeit; die Quelle passt damit zu Bittermelone in der festgelegten Form „Herb-bitteres Fruchtgemüse mit warziger Oberfläche; auch Bittergurke oder Ampalaya genannt.“. Erste Direktdomain für BITTER_MELON: Der Befund ist dem breiten einschlägigen Spezialmarkt für Georgia|Tobias zugeordnet; Quellenbegrenzungen bleiben ausdrücklich sichtbar.","Momentaufnahme vom 2026-09-04; keine repräsentative Vollerhebung aller deutschen Händler."
"AV2N-A-0022","2026-09-04","BITTER_MELON","Herb-bitteres Fruchtgemüse mit warziger Oberfläche; auch Bittergurke oder Ampalaya genannt.","GERMANY","SPECIALTY_BROAD","Georgia|Tobias","SPECIALTY","MARKET_BREADTH","Asia4Friends – Gemüse","https://asia4friends.de/gemuese","VARIABLE_STOCK","GERMANY","FRESH_SHIPPING","Bittermelone Herb-bitteres Fruchtgemüse mit warziger Oberfläche; auch Bittergurke oder Ampalaya genannt. kaufen Deutschland Georgia Tobias Bestand Versand","Asia4Friends – Gemüse führt internationales Frische- und TK-Gemüsesortiment; die Quelle passt damit zu Bittermelone in der festgelegten Form „Herb-bitteres Fruchtgemüse mit warziger Oberfläche; auch Bittergurke oder Ampalaya genannt.“. Zweite unabhängige Direktdomain für BITTER_MELON: Der Befund ist dem breiten einschlägigen Spezialmarkt für Georgia|Tobias zugeordnet; Quellenbegrenzungen bleiben ausdrücklich sichtbar.","Exakte Bittermelonen-Verfügbarkeit ist bestandsabhängig. Momentaufnahme vom 2026-09-04; keine repräsentative Vollerhebung aller deutschen Händler."
"AV2N-A-0023","2026-09-04","BIVALVES","Offene Vorgabe für zweischalige Weichtiere wie Mies-, Venus- oder Jakobsmuscheln; nicht Krebstiere.","GERMANY","GENERAL_BROAD","Georgia|Tobias","PLANNED","EXACT_ROUTE","Deutsche See – Miesmuscheln","https://www.deutschesee.de/shop/miesmuscheln-msc-groesse-m-82515.html","IN_STOCK","GERMANY","CHILLED_SHIPPING","Muscheln Offene Vorgabe für zweischalige Weichtiere wie Mies-, Venus- oder Jakobsmuscheln; nicht Krebstiere. kaufen Deutschland Georgia Tobias Bestand Versand","Deutsche See listet frische Miesmuscheln als verfügbare gekühlte Haustürlieferung in Deutschland und belegt damit einen konkreten Muschel-/Weichtierweg. EXAKTE ROUTE für Georgia|Tobias/BIVALVES: ein konkreter vorab planbarer deutscher Bestell- oder Fachhandelsweg für die festgelegte Form.","Die einzelne Art belegt die Beschaffungsfamilie, nicht jede Bivalven- oder Molluskenart; Bestand und Saison bleiben variabel. Momentaufnahme vom 2026-09-04."
"AV2N-A-0024","2026-09-04","BLACK_CARDAMOM","Große dunkle Kardamomkapseln mit kräftig harzig-kampferartigem und häufig rauchigem Aroma; meist ganz in Brühen und Schmorgerichten mitgekocht. Nicht mit dem milderen grünen Kardamom gleichsetzen.","GERMANY","SPECIALTY_BROAD","Georgia|Tobias","SPECIALTY","MARKET_BREADTH","Asia4Friends – Gewürze","https://asia4friends.de/gewuerze","REGULAR_RANGE","GERMANY","STANDARD_SHIPPING","schwarzer Kardamom oder Thảo quả Große dunkle Kardamomkapseln mit kräftig harzig-kampferartigem und häufig rauchigem Aroma; meist ganz in Brühen und Schmorgerichten mitgekocht. Nicht mit dem milderen grüne… kaufen Deutschland Georgia Tobias Bestand Versand","Asia4Friends – Gewürze führt schwarzen Kardamom in der Gewürzkategorie; die Quelle passt damit zu schwarzer Kardamom oder Thảo quả in der festgelegten Form „Große dunkle Kardamomkapseln mit kräftig harzig-kampferartigem und häufig rauchigem Aroma; meist ganz in Brühen und Schmorgerichten mitgekocht. Erste Direktdomain für BLACK_CARDAMOM: Der Befund ist dem breiten einschlägigen Spezialmarkt für Georgia|Tobias zugeordnet; Quellenbegrenzungen bleiben ausdrücklich sichtbar.","Momentaufnahme vom 2026-09-04; keine repräsentative Vollerhebung aller deutschen Händler."
"AV2N-A-0025","2026-09-04","BLACK_CARDAMOM","Große dunkle Kardamomkapseln mit kräftig harzig-kampferartigem und häufig rauchigem Aroma; meist ganz in Brühen und Schmorgerichten mitgekocht. Nicht mit dem milderen grünen Kardamom gleichsetzen.","GERMANY","SPECIALTY_BROAD","Georgia|Tobias","SPECIALTY","MARKET_BREADTH","AsianBrand – Gewürzsortiment","https://asianbrand.de/","VARIABLE_STOCK","GERMANY","STANDARD_SHIPPING","schwarzer Kardamom oder Thảo quả Große dunkle Kardamomkapseln mit kräftig harzig-kampferartigem und häufig rauchigem Aroma; meist ganz in Brühen und Schmorgerichten mitgekocht. Nicht mit dem milderen grüne… kaufen Deutschland Georgia Tobias Bestand Versand","AsianBrand – Gewürzsortiment führt internationales Gewürzsortiment; die Quelle passt damit zu schwarzer Kardamom oder Thảo quả in der festgelegten Form „Große dunkle Kardamomkapseln mit kräftig harzig-kampferartigem und häufig rauchigem Aroma; meist ganz in Brühen und Schmorgerichten mitgekocht. Zweite unabhängige Direktdomain für BLACK_CARDAMOM: Der Befund ist dem breiten einschlägigen Spezialmarkt für Georgia|Tobias zugeordnet; Quellenbegrenzungen bleiben ausdrücklich sichtbar.","Exakte große dunkle Kapseln müssen produktseitig bestätigt werden. Momentaufnahme vom 2026-09-04; keine repräsentative Vollerhebung aller deutschen Händler."
"AV2N-A-0026","2026-09-04","BLACK_CURRANT","Schwarze Johannisbeere mit intensiver Säure und herb-aromatischem Geschmack; frisch oder ungesüßt tiefgekühlt gemeint.","GERMANY","GENERAL_BROAD","Georgia|Tobias","PLANNED","EXACT_ROUTE","REWE - Natural Cool Bio Schwarze Johannisbeeren tiefgekuehlt 300 g","https://www.rewe.de/shop/p/natural-cool-bio-schwarze-johannisbeeren-300g/9029177","VARIABLE_STOCK","REWE market-dependent frozen delivery or pickup in Germany","FROZEN_SHIPPING","BLACK_CURRANT Schwarze Johannisbeere mit intensiver Säure und herb-aromatischem Geschmack; frisch oder ungesüßt tiefgekühlt gemeint. REWE - Natural Cool Bio Schwarze Johannisbeeren tiefgekuehlt 300 g Bestand Versand Produktform 2026-09-04","Die konkrete REWE-Seite fuehrt tiefgekuehlte schwarze Johannisbeeren als Monofrucht ohne ausgewiesene Suessung; die zugelassene ungesuesste TK-Form ist damit im allgemeinen Handel gezielt erreichbar.","Sortiment und Preis sind marktbezogen; bei Lieferung oder Abholung muss die Tiefkuehlkette erhalten bleiben."
