concept_code	display_name	review_applicability	cooking_novelty	availability_georgia	availability_tobias	availability_note_georgia	availability_note_tobias	novelty_approval_origin	availability_georgia_approval_origin	availability_tobias_approval_origin	availability_note_georgia_approval_origin	availability_note_tobias_approval_origin	overall_approval_origin	final_acceptance_status	base_draw_weight_review	source_provenance	catalog_commit	review_version
CASHEW	Cashewkerne	APPLICABLE	1	EASY	EASY	Cashewkerne: gewöhnlicher lokaler Bezugsweg über den Bereich »Nuss-, Saaten- oder Nussmusregal«.	Cashewkerne: Rostocker Bezugsweg über das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CASHEW_BUTTER	Cashewmus	APPLICABLE	2	PLANNED	PLANNED	Cashewmus ist über eine gezielte Filial- oder Bestellprüfung für Nuss- oder Saatenpaste im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Cashewmus: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Nuss- oder Biohändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CASSAVA	Maniok	APPLICABLE	3	SPECIALTY	SPECIALTY	Maniok ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Asiatischer Lebensmittelladen – Maniok sowie Asia4Friends – Gemüse.	Maniok: Rostocker Bezugsweg über Asia4Friends – Gemüse und Asiatischer Lebensmittelladen – Maniok; dokumentiert sind eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Frischeversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CATFISH	Wels	APPLICABLE	2	PLANNED	PLANNED	Wels: Ahrenhorster bietet frisches Wallerfilet aus deutscher Aquakultur im Warenkorb an, verarbeitet es am Vortag und verschickt die vakuumierten Filets mit Kühlpacks per DPD Food Express.	Wels: Ahrenhorster bietet frisches Wallerfilet aus deutscher Aquakultur im Warenkorb an, verarbeitet es am Vortag und verschickt die vakuumierten Filets mit Kühlpacks per DPD Food Express.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CAULIFLOWER	Blumenkohl	APPLICABLE	1	EASY	EASY	Blumenkohl: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Blumenkohl: Rostocker Bezugsweg über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CAVA	Cava	APPLICABLE	4	PLANNED	PLANNED	Cava: Spanischer Schaumwein mit Cava-Bezeichnung im allgemeinen Versand; vomFASS listet Cava Brut Reserva Stars aktuell verfügbar und mit deutscher Standardlieferung.	Cava: Spanischer Cava Reserva im allgemeinen Versand; vomFASS weist Cava Brut Reserva Stars aktuell als verfügbar mit kurzer Deutschlandlieferung aus.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CAYENNE_PEPPER	Cayennepfeffer	APPLICABLE	1	EASY	EASY	Cayennepfeffer: gewöhnlicher lokaler Bezugsweg über den Bereich »Gewürz- und Trockenwürzregal«.	Cayennepfeffer: gewöhnlicher lokaler Bezugsweg über den Bereich »Cayennepfeffer«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CELERIAC	Knollensellerie	APPLICABLE	1	EASY	EASY	Knollensellerie: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Knollensellerie: gewöhnlicher lokaler Bezugsweg über den Bereich »Knollensellerie«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CELERY_STALK	Staudensellerie	APPLICABLE	1	EASY	EASY	Staudensellerie: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Staudensellerie: gewöhnlicher lokaler Bezugsweg über den Bereich »Staudensellerie«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHAMPIGNON	frische Champignons	APPLICABLE	1	EASY	EASY	frische Champignons: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	frische Champignons: Rostocker Bezugsweg über den Pilzbereich der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHAMPIGNONS	Champignons	APPLICABLE	1	EASY	EASY	Champignons: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Champignons: gewöhnlicher lokaler Bezugsweg über den Bereich »Champignons«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHANTERELLE	Pfifferlinge	APPLICABLE	2	PLANNED	PLANNED	Pfifferlinge: Violey führt formgenaue getrocknete Pfifferlinge als haltbare 20-g-Packung mit positiv ausgewiesenem Bestand.	Pfifferlinge: Violey führt formgenaue getrocknete Pfifferlinge als haltbare 20-g-Packung mit positiv ausgewiesenem Bestand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHARD	Mangold	APPLICABLE	2	PLANNED	PLANNED	Mangold ist über eine konkrete Vorbestellung oder Bestandsabfrage für Gemüse oder Pilz im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Mangold: Für „Mangold“ wird das Angebot über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler kontrolliert.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHEDDAR	Cheddar	APPLICABLE	1	EASY	EASY	Cheddar: gewöhnlicher lokaler Bezugsweg über den Bereich »Käsekühlung oder Käsetheke«.	Cheddar: gewöhnlicher lokaler Bezugsweg über den Bereich »Cheddar«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHEESE	Käse	APPLICABLE	1	EASY	EASY	Käse: gewöhnlicher lokaler Bezugsweg über den Bereich »Käsekühlung oder Käsetheke«.	Käse: Rostocker Bezugsweg über die Käsekühlung oder Käsetheke eines gewöhnlichen großen Rostocker Supermarkts.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHERRY	Kirsche	APPLICABLE	2	EASY	EASY	Kirsche: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Kirsche: gewöhnlicher lokaler Bezugsweg über den Bereich »Kirsche«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHERRY_TOMATO	Kirschtomaten	APPLICABLE	1	EASY	EASY	Kirschtomaten: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Kirschtomaten: gewöhnlicher lokaler Bezugsweg über den Bereich »Kirschtomaten«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHERVIL	Kerbel	APPLICABLE	2	PLANNED	PLANNED	Frischer Kerbel ist über einen aktiven Gemüseversender sowie ergänzende allgemeine Kettenlistings planbar; Saison und lokaler Bestand bleiben variabel.	Frischer Kerbel ist über einen aktiven Gemüseversender sowie ergänzende allgemeine Kettenlistings planbar; Saison und lokaler Bestand bleiben variabel.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHESTNUT	Esskastanien	APPLICABLE	3	PLANNED	PLANNED	Esskastanien: Kleine Abtei bietet gekochte, geschälte und vakuumierte Edelkastanien ohne Wasser- oder Salzzusatz sofort ab Lager an.	Esskastanien: Kleine Abtei bietet gekochte, geschälte und vakuumierte Edelkastanien ohne Wasser- oder Salzzusatz sofort ab Lager an.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHIA_SEEDS	Chiasamen	APPLICABLE	3	EASY	EASY	Chiasamen: gewöhnlicher lokaler Bezugsweg über den Bereich »Nuss-, Saaten- oder Nussmusregal«.	Chiasamen: gewöhnlicher lokaler Bezugsweg über den Bereich »Chiasamen«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHICKEN	Hähnchen	APPLICABLE	1	EASY	EASY	Hähnchen: Gängige Hähnchenformen gehören zum gewöhnlichen lokalen Supermarktsortiment.	Hähnchen: Gängige Hähnchenformen gehören zum gewöhnlichen lokalen Supermarktsortiment.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|NOVELTY_REFERENCE_ANCHOR_HUMAN|AVAILABILITY_V2_ANCHOR_HUMAN	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHICKEN_BREAST	Hähnchenbrust	APPLICABLE	1	EASY	EASY	Hähnchenbrust: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.	Hähnchenbrust: Rostocker Bezugsweg über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHICKEN_DRUMSTICKS	Hähnchenunterkeulen	APPLICABLE	1	EASY	EASY	Hähnchenunterkeulen: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.	Hähnchenunterkeulen: gewöhnlicher lokaler Bezugsweg über den Bereich »Hähnchenunterkeulen«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHICKEN_FEET	Hühnerfüße	APPLICABLE	3	SPECIALTY	SPECIALTY	Hühnerfüße ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler AsianBrand – Hühnerfüße tiefgefroren sowie Asia Moin – Hühnerfüße.	Hühnerfüße: Rostocker Bezugsweg über Asia Moin – Hühnerfüße und AsianBrand – Hühnerfüße tiefgefroren; dokumentiert sind eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Tiefkühlversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHICKEN_LIVER	Hähnchenleber	APPLICABLE	2	PLANNED	PLANNED	Hähnchenleber ist über einen vorbereiteten Einkauf im gut sortierten Bereich »Fleischkühlung oder Bedientheke« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Hähnchenleber: Beim Einkauf von „Hähnchenleber“ nutzt Tobias Vorbestellung an einer gut sortierten Fleischtheke oder etablierter deutscher Metzgereiversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHICKEN_STOCK	Hühnerbrühe	APPLICABLE	1	EASY	EASY	Hühnerbrühe: gewöhnlicher lokaler Bezugsweg über den Bereich »Brühen-, Fond- und Suppenregal«.	Hühnerbrühe: Rostocker Bezugsweg über das Brühen-, Fonds- oder Suppenregal eines gewöhnlichen großen Rostocker Supermarkts.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHICKEN_THIGH	Hähnchenschenkel	APPLICABLE	1	EASY	EASY	Hähnchenschenkel: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.	Hähnchenschenkel: gewöhnlicher lokaler Bezugsweg über den Bereich »Hähnchenschenkel«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHICKEN_WINGS	Hähnchenflügel	APPLICABLE	1	EASY	EASY	Hähnchenflügel: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.	Hähnchenflügel: gewöhnlicher lokaler Bezugsweg über den Bereich »Hähnchenflügel«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHICKPEAS	Kichererbsen	APPLICABLE	1	EASY	EASY	Kichererbsen: gewöhnlicher lokaler Bezugsweg über den Bereich »Hülsenfrucht-, Konserven- oder Trockenwarenregal«.	Kichererbsen: Rostocker Bezugsweg über das Hülsenfrucht-, Konserven- oder Trockensortiment eines gewöhnlichen großen Rostocker Supermarkts.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHICKPEA_FLOUR	Kichererbsenmehl	APPLICABLE	2	PLANNED	PLANNED	Kichererbsenmehl ist über eine konkrete Vorbestellung oder Bestandsabfrage für Hülsenfrucht im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Kichererbsenmehl: Für „Kichererbsenmehl“ wird das Angebot über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler kontrolliert.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHICORY	Chicorée	APPLICABLE	2	EASY	EASY	Chicorée: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Chicorée: gewöhnlicher lokaler Bezugsweg über den Bereich »Chicorée«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHILI	frische Chili	APPLICABLE	1	EASY	EASY	frische Chili: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	frische Chili: gewöhnlicher lokaler Bezugsweg über den Bereich »frische Chili«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHILI_CONDIMENTS	Chilisauce oder -paste	APPLICABLE	2	EASY	EASY	Chilisauce oder -paste: gewöhnlicher lokaler Bezugsweg über den Bereich »Saucen-, Würzpasten- und Feinkostregal«.	Chilisauce oder -paste: gewöhnlicher lokaler Bezugsweg über den Bereich »Chilisauce oder -paste«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHILI_CRISP	Chili-Crisp	APPLICABLE	2	PLANNED	PLANNED	Chili-Crisp ist über ein vorab zu prüfendes Sortiment im Bereich »Saucen-, Würzpasten- und Feinkostregal« eines großen Bornheimer Markts im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Chili-Crisp: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Feinkost- oder Würzsaucenhändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHILI_FLAKES	Chiliflocken	APPLICABLE	1	EASY	EASY	Chiliflocken: gewöhnlicher lokaler Bezugsweg über den Bereich »Gewürz- und Trockenwürzregal«.	Chiliflocken: gewöhnlicher lokaler Bezugsweg über den Bereich »Chiliflocken«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHILI_OIL	Chiliöl	APPLICABLE	2	PLANNED	PLANNED	Chiliöl ist über eine konkrete Vorbestellung oder Bestandsabfrage für Sauce oder Würzpaste im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Chiliöl: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Feinkost- oder Würzsaucenhändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHILI_POWDER	Chilipulver	APPLICABLE	1	EASY	EASY	Chilipulver: gewöhnlicher lokaler Bezugsweg über den Bereich »Gewürz- und Trockenwürzregal«.	Chilipulver: gewöhnlicher lokaler Bezugsweg über den Bereich »Chilipulver«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHIPOTLE	Chipotle	APPLICABLE	2	PLANNED	PLANNED	Chipotle ist über einen vorbereiteten Einkauf im gut sortierten Bereich »Gewürz- und Trockenwürzregal« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Chipotle: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Gewürzhändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHIVES	Schnittlauch	APPLICABLE	1	EASY	EASY	Schnittlauch: gewöhnlicher lokaler Bezugsweg über den Bereich »frische Kräuterabteilung«.	Schnittlauch: Rostocker Bezugsweg über die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHOCOLATE	Schokolade	APPLICABLE	2	EASY	EASY	Schokolade: gewöhnlicher lokaler Bezugsweg über den Bereich »Backzutaten-, Süßwaren- oder Kakaoregal«.	Schokolade: gewöhnlicher lokaler Bezugsweg über den Bereich »Schokolade«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHOCOLATE_HAGELSLAG	Schoko-Hagelslag	APPLICABLE	4	PLANNED	PLANNED	Schoko-Hagelslag ist über ein vorab zu prüfendes Sortiment im Bereich »Backzutaten-, Süßwaren- oder Kakaoregal« eines großen Bornheimer Markts im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Schoko-Hagelslag: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Back- oder Süßwarenhändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
CHORIZO	Chorizo	APPLICABLE	2	EASY	EASY	Chorizo: Die gereifte spanische Chorizo Picant im REWE-Wurstsortiment ergänzt die bereits belegten regulären Einkaufswege.	Chorizo: Die gereifte spanische Chorizo Picant im REWE-Wurstsortiment ergänzt die bereits belegten regulären Einkaufswege. der Bestand am gewählten Rostocker Standort bleibt vor dem Einkauf zu prüfen.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
